characterName,line
Linda," (from inside) Enough moping around, Candace. (cut to inside Candace's room where Candace is sitting on her bed, she approaches her.) Phineas and Ferb said they've devised a fun way to wash the house. Why don't you join them? Have some fun for a change!"
Candace, For a change? I have lots of fun!
Linda," You mean, obsessively trying to bust your brothers for their mystery crimes? Is that ""fun""?"
Candace, I have fun. I'm like the queen of fun! I have fun all day!
Linda," I can tell. Well, if you just sit inside today, you should at least do a little reading."
Candace," Aw, Mom?"
Linda, It's one of my favorites.
Candace, The Wizard of Oz. Isn't this for babies?
Linda, Or you could wipe down Perry's platypus plaza play set.
Candace," (Opens book) I'm reading, I'm reading!"
Linda," Well, I'll be at my weight lifting class. Have fun!"
Candace," Ah! Oh, my eyes hurt! (to a picture of Jeremy) Oh, Jeremy, you're the only one who understands-"
Buford," Hi, Candace!"
Candace," AHH! Buford, Baljeet, what do you two want?"
Buford," What, like in a metaphysical sense? Nothing. I'm good."
Baljeet, I want to be cool!
Buford, That's not gonna happen.
Baljeet, Oh....
Candace," I mean, why are you looking in my window, duh!"
Buford," Oh, Ferb says I should tell you we're about to start washing the house, and you can help us out if you want!"
Candace, Not likely.
Buford," Either way, you might want to put on some waterproof undergarments."
Candace, Will you get out of here?!?
Candace," (opens book again) Blah blah Dorothy, blah blah Kansas. There's a cyclone coming?"
Phineas," Okay Ferb, let her lift."
Candace, (Flies off bed) AH!
Phineas," Take your positions everybody! And remember, even strokes."
Baljeet, Do you guys always wash the house like this?
Phineas," Sometimes, we give it a bath,"
Phineas,but the city's using the tub as a reservoir.
Candace, Whoa! What's happening? (Gargling) Phineas! Ferb!
Phineas, Okay. Full speed now!
Linda, (echoes) Try to have fun!
Baljeet, (echoes) I want to be cool!
Talking Zebra, (echoes) Hello.
Buford, (echoes) I don't want nothin'!
Baljeet, (echoes) Waterproof undergarments! Wheeeeeeeee!
Phineas, (echoes) Hey! I wonder where Perry went?
Candace, Ew! Gross! Perry!
Candace,"Oh, wow! (Her perspective of a different landscape) Perry, I don't think we're in Danville anymore."
Dream Fireside Girl," You're in Patchkinland! We're Patchkins, and we welcome you because,... (sing-song) Little Witch Suzy was a louse, now she's squished under your house!"
Little Witch Suzy, (muffled) I'm alright!
Dream Fireside Girl, I have saliva.
Candace, Gross!
Dream Fireside Girl, Eyeball!
The Patchkins, Eyeball! Eyeball!
"The Good-Witch, Isabella"," What'cha doin'? (walks up to Candace) I'm The Good-Witch, Isabella. Welcome to Patchkinland!"
Little Witch Suzy, (muffled) Hello?! Can someone get this off me?!
Doofenwitch Warlock, (shouting in the background) Don't touch those boots!!!
The Patchkins, Witch! Witch! Witch!
Doofenwitch Warlock," Not witch, Warlock! It's a robe! Not a dress!"
Doofenwitch Warlock,I suppose I should thank you for squishing little Suzy.
Little Witch Suzy," (muffled) I'm okay, if you'd just lift this house off me!"
Doofenwitch Warlock," But I won't, because I'm wicked! Heeheehee. I'll just take these little boots, and be right on my--"
Doofenwitch Warlock,What? What happened?!? Where are my boots?!?
"The Good-Witch, Isabella", Right there... on Candace.
Little Witch Suzy, (muffled) Now my feet are cold.
Doofenwitch Warlock, Give me those boots!
"The Good-Witch, Isabella", She doesn't have to give you anything! You have no real power in this part of Odd!
Doofenwitch Warlock," Wrong! I have the power of positive thinking! True, it doesn't really... help me this instance, but you can't stay in Patchkinland forever! That's right! I'll get you,... and your little platypus too."
Perry, (Growls back defiantly)
Doofenwitch Warlock," Now, check me out as I disappear into an evil cloud of black smoke! Ha ha!"
Doofenwitch Warlock,"You know, I'm just gonna use my bus pass."
Little Witch Suzy, (muffled) Seriously! Can someone get a jack or something?
Candace," I don't know how, but I bet Phineas and Ferb are behind all of this!"
Phineas," Oh, hi, Candace!"
Candace, I knew it!
Phineas, Have fun!
Candace," Wait! Stop! How did you--? (Growls in frustration, then walks toward The Good-Witch, Isabella)"
Candace,"Alright, Eyeball girl! Where can I go to bust someone around here?"
"The Good-Witch, Isabella", You can always try Bustopolis. That's where the wizard lives.
Candace, Can the wizard bust my brothers?
"The Good-Witch, Isabella", You bet'cha!
Candace, How do I get there?
"The Good-Witch, Isabella"," Well, listen to this."
The Patchkins, ♪ Ooo-hoo! Ooo-hoo! Ooo-hoo! La-la-la-la-la-la-la. ♪
"The Good-Witch, Isabella"," ♪ Well, the sky is blue and the breeze is mellow. ♪"
The Patchkins, ♪ Ooo-hoo! La-la-la-la-la-la-la. ♪
"The Good-Witch, Isabella"," ♪ Just take the yellow one, not the one that's burnt umber ♪"
Candace, What?
"The Good-Witch, Isabella", ♪ A log truck overturned last Tuesday ♪
The Patchkins, ♪ Ooo-hoo! Ooo-hoo! ♪
Police Officer," Nothing to see here, move along."
"The Good-Witch, Isabella", ♪ If you wanna bust your brothers ♪
"The Good-Witch, Isabella/The Patchkins", ♪ You're going nowhere! ♪
"The Good-Witch, Isabella"," ♪ So, if you're really in a busting mood, ♪"
The Patchkins, ♪ Ooo-hoo! Ooo-hoo! Ooo-hoo! La-la-la-la-la-la-la! ♪
"The Good-Witch, Isabella"," So, remember, if you wanna bust your brothers, stay on the yellow sidewalk! (floats away)"
Candace," I hope there's not gonna be a lot of singing in this thing. (sighs) How much further is this ""Bustopolis""?"
Nerdcrow (Baljeet)," For some of us, it is a world away!"
Candace, What are you supposed to be?
Nerdcrow (Baljeet)," I am a nerdcrow. I hang in cornfields, wedgie-style, to keep the crows away. They would not be caught dead anywhere around me. For you see, despite of my above average mathematical skills, I am not cool."
Candace," That's fascinating. But, I'm on my way to Bustopolis to ask the wizard to bust my brothers."
Nerdcrow (Baljeet), The Wizard?!? (falls to the ground) Oof! Do you think the wizard can do something for me?
Candace, What do you want?
Nerdcrow (Baljeet), Allow me to put it in song!
Candace, (interrupting) Alright! That's enough!
Candace,"I get it. You want to Bustopolis and ask the wizard for coolness, right?"
Nerdcrow (Baljeet), (eagerly) Do I!
Candace," Fine, you can come along."
Nerdcrow (Baljeet)," Boy, howdy!"
Candace," But, no singing, and don't stand too close. Too close!"
Nerdcrow (Baljeet), Sorry.
The Patchkins, (singing in background) ♪ Ooo-hoo! Ooo-hoo! Ooo-hoo! La-la-la-la-la-la-la-- ♪
Phineas," Hi, Candace! So, you two on your way to Bustopolis? 'Cause Ferb and I made a more fun way to get there. We've built a beautiful horse path through a candy forest, and genetically engineered some unicorns to ride."
Candace," Oh, no. No, we are staying on the yellow sidewalk."
Nerdcrow (Baljeet), Do I have a say in this matter?
Candace, No. Let's go!
Nerdcrow (Baljeet)," Yes, Candace."
Phineas," Sorry you're gonna miss out on all of the fun! (to Ferb) I'll race you to marshmallow meadow, Ferb. (while riding unicorn with Ferb down the horse path) Well, this is fun. It's a little girly for us, isn't it?"
Ferb," Well, it is Candace's dream."
Doofenwitch Warlock, It's not witch! It's warlock! Argh! Let me just check my security.
Doofenwitch Warlock,Ooh! Oh! Gross!
Doofenwitch Warlock,"Hey. I know you... you're with that little boot thief, right? Well, I'm going to send out my flying squirrels after her! (sighs) Those stunning little planes, they're cute, but, you know, that they don't fly so fast. We've got some time."
Nerdcrow (Baljeet), How much farther do we have to go?
Candace," All I know is, Phineas and Ferb are behind all this, and if I follow this sidewalk, I will bust them."
Candace,"Wait a minute, I know this. There should be an oil can around here."
Jeremy-Tree, (clears throat) Could you leave the lumberjack alone?
Candace," Jeremy? Forget this! (throws the rusted tin man away, a crash is heard) Oh, hi! I-I couldn't help, but notice that you're, um..."
Jeremy-Tree, A tree?
Candace, A-ttractive.
Jeremy-Tree, It's OK. I know I'm a tree.
Candace," Well, we're gonna go and see if the wizard can go and grant our wishes. Uh,...do you have a wish?"
Jeremy-Tree, Do I have a wish?
Jeremy-Tree," ♪ Would you take a good look at me, I stand before you as a tree. And you ask me what my wish would be. ♪"
Nerdcrow (Baljeet), How come he gets to sing--
Candace, (covering Nerdcrow's mouth) Shhhh.
Jeremy-Tree, ♪ It's probably related to me being a tree. ♪
Candace and others, ♪ (Tree-Related Wish) ♪
