characterName,line
Ohio," This is it. Giant Cannibal Cave! According to the map, Beserk Magurk stashed it here. No one ever saw him again. This way! Up these Giant Cannibal Stairs!"
Ohio," There it is - the Amulet of Juatchadoon! And that must be Magurk, down there on that Giant Cannibal Dining Set! (Grins) How much rope do you have? (Rhode Island gestures to several hundred feet of rope) As always, you are prepared."
Ohio," So, the markings on this amulet should lead us to the lost Temple of Juatchadoon!"
Norm, Who wants cocoa?
Ohio," Hey, let us go, you big galute!"
Ohio, (With disdainful recognition) Doofenshmirtz.
Doofenshmirtz," Well, well, well. Ohio Flynn and Rhode Island Fletcher. What are you doing here?"
Ohio, That depends - why are you slow clapping?
Doofenshmirtz," Ah, I don't know, I thought it would make my entrance more dramatic. And it totally worked!"
Ohio," (At Rhode Island) You know, he's right. It was more dramatic."
Doofenshmirtz," Now, hand over that amulet!"
Ohio," No way! (Rhode Island holds the amulet away from Doofenshmirtz) We retrieved it, fair and square!"
Doofenshmirtz, (Laughs) Tell it to the Abominable Snowman!
Ohio," Well, that's a weird expression...?"
Doofenshmirtz," No, I mean tell him right now - LOOK!!"
Norm, (Wobbling around after the boys) I'll just run ahead!
Doofenshmirtz," Maybe the ""Giant Cannibal"" thing was a mislead! I think the dining set was his! (He hops behind Norm onto their rocket-powered sled.) Go, go, go, go, go, go, go!! (The Snowman makes a huge snowball and tosses it down the mountain after them. It crashes into their sled and they roll down the hill with it.)"
Doofenshmirtz," (Wincing) Oh, mama!"
Norm, (Starts slow clapping)
Doofenshmirtz," Way too soon for a callback, Norm."
Lawrence," Hello, gents! What's your fancy?"
Ohio," Well, fame, glory, money, and the preservation of semi-mystical historical treasures... but, we'll settle for hot fudge sundaes!"
Candace," They're here! Ee-ee-ee-ee... (runs to a nearby telephone booth in the saloon, and then dials a number)"
Chief Linda," (On phone, voice-only) Daily Tableaux?"
Candace, Chief! Who do you think just showed up in Panama?
Chief Linda, If you're gonna try and sell me another fairy tale about Ohio Flynn and Rhode Island Flet--
