characterName,line
Doofenshmirtz," Look at this, Norm. My brother Roger has been elected mayor! Look at him. He's honest and reputable and, ugh, law-abiding! Oh! There isn't room for both of us in the Tri-State Area! Hmm. Norm, I know what we're going to do today."
Isabella," Hey, Phineas. Whatcha eatin'?"
Phineas, Fruity Rainbow Flakes. You want some?
Isabella," Oh, no, thanks. I already had breakfast. (Picks up the cereal box) You know, I've never really seen one of these in real life."
Phineas, You haven't?
Isabella," No, but I'd sure like to."
Phineas," Ferb, I know what we're gonna do today."
Linda," Hi, boys."
Linda,"Phineas Hi, Mom. What's with the satellite dish?"
Linda, It's a protective collar. The vet says that Perry needs to wear it for the rest of the day.
Linda, I still don't know how he scratched himself up so much.
Doofenshmirtz, Aha!
Phineas," Well, I think it's cool."
Linda," It's a bold fashion statement, all right."
Phineas," Speaking of bold fashion statements, have you seen Candace today?"
Candace, (offscreen) MOOOOOOOOOOOOOM!!!
Candace, This is a total disaster!
Linda, What? What?
Candace," The dry cleaner switched my clothes with some Goth chick! I look like a total freak, like I'm all outsider-y."
Phineas, I wonder what happened to Candace's clothes.
Vanessa," (Is on her cell phone wearing Candace's clothes) I can't believe it, Lacie. I look like a walking candy cane. I mean, how many evil scientists' daughters do you know who-- (Drilling) Hold on, Lacie. I can't hear myself great."
Doofenshmirtz, (Chuckling/humming)
Norm, What'cha doooin'?
Doofenshmirtz," ""What'cha doin'?"" What does it look like to you? I'm building an evil empire. My very own Fortress of Eviltude."
Norm, Aren't you a little old to be building a fort?
Doofenshmirtz," No, no, I'm not. Shut up."
Vanessa," Dad, I told you a hundred times, I –"
Norm," Don't forget, Friday is cake day."
Vanessa, I have to call you back. (Closes cell phone) What on Earth is going on here?
Doofenshmirtz," Oh, Vanessa! Well, you're looking... uh... Oh, no matter. Where we are going, you can dress up like a clown every day if you want."
Vanessa," Wh-What do you mean, ""Where we're going""?"
Doofenshmirtz," We are moving... to a golden country on the sea, a country created by the greatest mastermind of our time, me. Assisted by Norm."
Norm, I'm drilling.
Doofenshmirtz, I bring to you... Doofania! Where there will be no brothers trying to make me look bad. No. I will be the ruler of my very own evil empire!
Vanessa, You're building your own evil land?
Doofenshmirtz," Yes, yes, an evil country."
Vanessa, And you made a plush model?
Doofenshmirtz," Well, yeah. You know, I, uh... I had a lot of... felt."
Vanessa, You do know what this means?
Doofenshmirtz, That we'll finally have that special daddy-daughter bond you've always craved?
Vanessa, No. It means I am finally gonna have proof. Ha! You are busted.
Vanessa, I'm gonna tell Mom.
Doofenshmirtz, Great. Tell her what?
Vanessa," (On her cell phone) Mom, Mom, you've got to come quick. There's proof that Dad is evil."
Charlene," Vanessa, honey, I'm having my me-eeee day, remember?"
Vanessa," Uh, but –"
Charlene," Look, hon, why don't you give your old dad a break? Just try to make the best of it, and I'll pick you up later. (Ring) Oh! Time for my seaweed mud wrap. Gotta go."
Phineas," Is everything all set, Ferb?"
Ferb, (Ding)
Phineas," Great. Now-- Hey, where's Perry?"
Major Monogram," Agent P? Agent P? Hello, Agent P? Agent P? (At Carl) Carl, he does know this is scheduled for this morning, doesn't he?"
Carl," It's on his calendar, sir."
Major Monogram," I mean, we sent the e-mail, right?"
Carl, I think so. Let me check.
Major Monogram, (Singsong) Mommy-mi-moe-moo. Blah-blah-blah-blah-blah. Me-ma-moe-moo-my-pa. (Clears throat) Ma-moe-mee-ma-moo.
Isabella," Hi, Phineas. What'cha doooin'?"
Phineas," Well, you know how you said you'd never seen a rainbow in real life?"
Isabella," Well, actually, I –"
