characterName,line
Candace," I don't know, Stacy, between busting my brothers and trying to make Jeremy my boyfriend in time for school, I just can't seem get anything this summer. Like my ""Jeremy and Me"" scrapbook. I mean, I have cute pictures of Jeremy and cute pictures of me, but no cute pictures of both of us being cute together! It's a real problem. But time to check on Phineas and Ferb!"
Candace," Standing around, dorking it up, boring. There's just too much for one person to do. If only there were two of me, one to bust my brothers and one to be with Jeremy."
Buford, Look what Baljeet did to my candy bar. He got peanut butter on my chocolate. Look at this mess! Look at it! (shoves the candy bar in Phineas's face)
Phineas," Buford, peanut butter and chocolate are really good together."
Buford, I don't wanna taste two things at one time! It's unnatural.
Phineas," Well, you're in luck. We just finished our Molecular Separator. It's our cool new machine that breaks things down into their components parts. We used it to separate a mule into a horse and a donkey. And to separate shampoo plus conditioner into shampoo and conditioner. Ferb?"
Buford, Witchcraft!
Phineas, Try it.
Phineas, Well?
Buford, Singular goodness. (To Baljeet) Why don't you grab your peanut butter and your swimsuit and meet me at the flagpole. (He and Baljeet walk away.)
Phineas," Come on, let's see what else we can separate."
Monogram," Agent P, Doofenshmirtz has been seen at the Danville public pool, installing some kind of new device. We need you to get there immediately. Good luck, Agent P."
Candace," Those kids are so busted! All I have to do is bring this to Mom. (tries to lift it) Wow, it's heavier than I thought."
Busting Candace, MUST...BUST...PHINEAS AND FERB.
Romantic Candace," Ah, Jeremy."
Doofenshmirtz," Perry the Platypus, I'm glad you're here. I'm just in line for the high dive. You see, it reminds me of the high dive I knew as a kid at the Gimmelshtump Public Wetness Maker."
Doofenshmirtz," (Narrating) It wasn't so much of a pool, as it was just a...we'll just say that it only had water in it on alternating Thursdays, and leave it at that."
Doofenshmirtz,"Anyhoo, in Gimmelshtump, the high dive was an important rite of passage."
Heinz's Father, Are you a man or a schnitzel?
Young Heinz," I'm a man, I'm a man."
Queuing man, Das kind ist ein schnitzel. (That kid is a schnitzel!)
Doofenshmirtz," (Narrating) With all those people looking and laughing at me, I-I just couldn't do it."
Heinz's Father, Ich habe keinen sohn. (I have no son.)
Doofenshmirtz," (Narrating) After that, my father and I became increasingly distant."
