characterName,line
Dr. Heinz Doofenshmirtz," (He laughs evilly) I got you now, Perry the Platypus! This is the most sophisticated trap that I have ever invented.(Chamber shows Agent P trapped) In fact, it's so escape-proof that- that I couldn't get that guy out."
Dr. Doofenshmirtz," So, I had to build a whole new trap to catch you. And of course, I had to buy a new plastic skeleton for Halloween. It's a pitiful existence I lead, Perry the Platypus. Do- Do you pity me? You should because I am pitiable. Everyone should pity me. Eh, you don't have to say pity too many times before it stops sounding like a word. Pity. Pity. Pit- See? That is only like two times and it's already just gobbledygook. Gobbledygook, too. I can't- I can't even get through that once. Gobbledy- Now see, I am not even consider the last syllable and it's already... (sighs) Great. Now, I am forgetting what I was talking about... Which is another reason to pity me! YEAH! Back on topic, baby! You see, I- I figured if I get myself big sad eyes, people would pity me and get me whatever I want. And to that end, behold! The Big-Sad-Eye-inator! You like it? It sums up a lot of juice, so I am running at night when the electricity is cheaper."
Dr. Doofenshmirtz, But the nighttime is the right time for a party. A PITY PARTY! (He laughs) Here we go!
Candace, (On the phone) Don't worry about a thing Mom everything's under control.
Linda, (In the car with Lawrence) Thanks Candace. It's been too long since your father and I had a date night.
Lawrence," Thirteen days, twenty-two hours, and seventeen minutes."
Linda, How do you know that?
Lawrence, I've got an app on my phone.
Candace," Don't worry about us, bye. (She hangs up) Parents are weird."
Phineas," Yes, yes they are."
Doofenshmirtz," It takes a while to get warmed up, but we're almost there."
Doofenshmirtz, See I told you it took up a lot of juice.
Candace, What happened?
Phineas, I think we blew a fuse.
Candace," Don't get all technical on me, just fix it."
Phineas," Relax Candace, Ferb and I'll check the fuse box. In the mean time you go find a flashlight."
Candace," Okay. Find a flashlight, find a flashlight."
Phineas," Hey Ferb, isn't it cool how you can still see people's eyes in -- (doesn't see Ferb) Ferb? Where'd you go?"
Phineas, Oh-ho! You prankster.
Candace," I know we have a flashlight in here somewhere. (begins feeling around in a drawer) Oh, okay, that's a stapler, Oh! Scissors. And, what is this, an old banana? Eww. What happened to all the flashlights? Ah-ha! (The flashlight flickers out) Darn, the batteries are dying. I better conserve them. Phineas? Ferb? (trips) Oh who leaves a chair right next to a table?"
Phineas, Looks like the whole town's in a blackout.
Buford Van Stomm, What'cha dooooin'?
