characterName,line
Phineas," ♪ Hot dogs, cotton candy, ♪"
Ferb, ♪ Come on! ♪
Phineas, ♪ Come on! ♪
Ferb, ♪ Come on! ♪
Phineas," ♪ Bike ridin' down a hill, ♪"
Ferb, ♪ Come on! ♪
Phineas, ♪ Come on! ♪
Ferb, ♪ Come on! ♪
Phineas," ♪ Get ready, ev'rybody! ♪"
Band and Crowd, ♪ We're havin' a party! ♪
Phineas, ♪ Get up on your feet... ♪
Band and Crowd, ♪ We're havin' a party! ♪
Phineas, ♪ And let your body feel the beat! ♪
Band and Crowd, ♪ We're havin' a party! ♪
Phineas, ♪ Come on and rock the curve! ♪
All but Ferb," ♪ 'Cause it's summer, summer all over the world! ♪"
Phineas," Hello, world! Welcome to our musical tribute to summer! And if you're wondering what we're doing today..."
Isabella, ...we're reaching out to everyone to share our love of summer!
Baljeet," Using Ferbographic technology, we are simulcasting our virtual selves around the planet!"
Phineas," To put it simply, we're joining you to celebrate around the world, all from the comfort of our own backyard!"
Band and Crowd," ♪ 'Cause it's summer, summer all over the world! ♪"
Phineas," ♪ Hot dogs, cotton candy, ♪"
Backup, ♪ We're havin' a party! ♪
Phineas," And now help us in welcoming a very special guest and the visual metaphor for the carefree days of summer, Perry the Platypus!"
Phineas," Hey, where's Perry?"
Carl," (offscreen) Gosh, sir. I've never been to a cadet graduation before. (Cut to inside the car to reveal Carl driving while Monogram and Perry are in the back.) I hope I'm not underdressed."
Major Monogram," No, you're fine, Carl. Not everything's about you, you know. (A beeping sound is heard. Monogram pushes a button on the TV monitor beneath him and a highly decorated colonel appears onscreen.) Hello, Colonel Contraction."
Colonel Contraction," Greetings, Major! I just wanna wish you good luck on today's event! I've got the cake, and I'll be on my way just as soon as I'm done skimming out my kid's pool."
Major Monogram," Very good, sir. This year's event will be held at the Knights of Danville Hall, Ballroom B."
Colonel Contraction, Ballroom B? Isn't that a shared space?
Major Monogram," Just another money-saving idea of mine, sir."
Colonel Contraction," I don't know, Major. What about security?"
Major Monogram," Oh, don't worry, sir. No one will know it's us. We're registered as the ""Capulet Bat Mitzvah""."
Colonel Contraction," Hmm, well, you have my utmost confidence, Major. But it goes without saying, any mishap could cost you your position. Contraction out!"
Major Monogram," Well, I don't know about you guys, but I've got a good feeling about this!"
Dr. Heinz Doofenshmirtz," (offscreen) Nice goin', Norm! (Cut to backstage where Doof is having a talking-to to Norm.) Next time someone asks for volunteers to host the L.O.V.E.M.U.F.F.I.N. Service Awards, say your own name, Mr. Blabbermouth!"
Norm," But, sir, I made all the arrangements for you."
Doofenshmirtz," Yes, and a fine job you did, too. We are sharing the space with another event!"
Norm, What's wrong with that?
Doofenshmirtz," What's wrong with it? Do you realize what would happen if all the other evil organizations found out we were sharing? They'd be all, ""Oh, look! There goes L.O.V.E.M.U.F.F.I.N.! They share! They're cocky and uncoordinated and don't wear name-brand jeans!"" ""Well, maybe people can't afford designer jeans, Julie!"""
Norm," Wow, that was..."
