characterName,line
Jim Cummings," Episode IVa: ""May The Ferb Be With You"". On the Desert planet of Tatooine lived two happy young moisture farmers..."
"Jeff ""Swampy"" Marsh"," Uh, uh, can -- can -- excuse me, can you do it faster?"
Jim Cummings, What? What? (The crawl stops.) Faster?
Dan Povenmire," Yeah, and funnier, if possible."
Jim Cummings," Oh, faster? Okay. (The crawl reverses.) Um...all right, uh... (inhales)"
Jim Cummings," (faster, talking like the Tasmanian Devil) Episode IVa: ""May The Ferb Be With You"". On the Desert planet of Tatooine..."
Dan and Swampy," Uhm uh, yeah, yeah, no, no."
Jim Cummings, (normal voice) What? What?
"Jeff ""Swampy"" Marsh", Forget the funnier.
Dan Povenmire," Yeah, just go faster."
Jim Cummings, All right...
Jim Cummings," Episode IVa: ""May The Ferb Be With You"". On the Desert planet of Tatooine lived two happy young moisture farmers, who had absolutely no plans of leaving or getting involved in any kind of intergalactic shenanigans. Unbeknownst to them the Galactic Empire had recently finished constructing its ultimate weapon, the DEATH STAR. Bum-bum-bum!"
"Jeff ""Swampy"" Marsh", (laughs) Sounds creepy like that.
Dan Povenmire," That's good, I like it."
Jim Cummings," Thanks. Yeah, it was capitalized. (reading) Meanwhile, having learned the whereabouts of the Death Star's plans, the rebels send their best platypus agent to obtain them, in hopes of finding a weakness. And none of this is canon, so just relax."
Caption, Empire Administration Offices.
Office Stormtrooper 1," TK-five-eight-two, I'm gonna need you to run these numbers again."
Office Stormtrooper 2, I took a third out of the budget already.
Office Stormtrooper 1," Orders from the top, there's nothing I can do."
Stormtrooper 1, Stop right there!
Office Stormtrooper 2," Oh, uh, uh, it's work-related."
Stormtrooper 2, There he is!
Imperial Officer 1," Captain, the Rebel is escaping!"
Imperial Captain, Go after him!
Office Stormtrooper 3," Whoa, what the heck?"
Stormtrooper 3, I'm slipping! I'm slipping!
Office Stormtrooper 4, No no no no! Save save save!
Leia," We've received your transmissions. So you have the Death Star plans? (Perry gives it to her.) Agent P, you never cease to ama—"
Captain Antilles," Your Highness, an Imperial Star Destroyer has tracked our position."
Phineas," ♪ You can look, but you're never gonna find a better place to be ♪"
Backup, ♪ We're on Tatooine. ♪
Phineas," ♪ Yeah, we're livin' like kings out here ♪"
Backup, ♪ Blue ice cream. ♪
Phineas, ♪ 'Cause we're on Tatooine. ♪
Ferb, ♪ Awwww... ♪
Phineas, ♪ And there's two Flynn-Fletcher bois! ♪
Ferb, ♪ Me and you! ♪
Phineas," ♪ Jammin' with the Modal Nodes, racing turbo dust bikes ♪"
Backup, ♪ 'Cuz we love Tatooine. ♪
Phineas," ♪ Yeah, we're livin' like kings out here ♪"
Phineas and backup, ♪ Overstate this theme! ♪
Phineas, ♪ 'Cuz we love Tatooine! ♪
Backup," ♪ Oh, we love it! Oh, we love it here on Tatooine! ♪"
Phineas, ♪ We love Tatooine! ♪
Phineas," Hey, Luke!"
Luke," Phineas! Ferb! What's up, guys?"
Phineas, Ferb? (Ferb pushes a button) Check this out!
Luke, Pod-racing engines? How'd you hook these up?
Phineas, We just picked up some power convertors at Tosche Station.
Luke, Nice!
Phineas, You need help with your moisture vaporator? We can trick it out like ours.
Luke," I wish, but Uncle Owen wants to do things the old-fashioned way. Even the droids he buys are used."
Phineas," Hey, Treadwell!"
Treadwell, (beeps)
Phineas," Well, we'll catch you later, Luke! We're gonna mosey on home for lunch."
Luke," Wow, when they mosey, they mosey! What in... (Looks up and takes out binoculars.) Is that a Star Destroyer?"
Candace, Finally some real Rebel-busting! (takes off helmet) This is why I joined the Empire in the first place.
Baljeet," I am so excited, I can hardly contain myself!"
Buford, I toldja ta go before the raid!
Baljeet, That is not what I meant! But now that you mention it...
Candace," Alright, lock it up! We've got Rebels to bust!"
C.O.," Whoa, whoa, whoa! Where do you think you're going?"
Candace," Uh, space battle over that way?"
C.O., Certainly not. You know your mission: to find socks for Lord Vader.
Candace," Yes, sir."
Candace, SOCKS?!? This is a total waste of my potential! (frustrated grunt)
Buford, Not me. This is about where I peak.
Leia," Agent P, I need you to make sure this R2 unit goes to Obi-Wan Kenobi on Tatooine. But first, I need to record a video message. Be a dear and stand over by the bulkhead. You're kinda in my shot. (Perry walks away.)"
Buford, So what color socks do you think think he wants?
Baljeet," Uh, black?"
