characterName,line
Isabella," Hi, Phineas! What'cha makin'?"
Buford," Uh, sawdust machine?"
Phineas, Nope. Take a look.
Isabella," Oh, they're adorable! What are they?"
Phineas, They're nano-bots!
Baljeet, Nano-bots? Can they be programmed?
Phineas," Sure, they can link up in virtually infinite configurations to make just about anything you can imagine."
Buford," So, impress me."
Phineas, Okay.
Buford," Yeah, yeah, main title, whatever. But I think I see the potential. Like, you could use them to make a giant birthday paddle."
Baljeet, Or a telescope.
Buford, Or a giant birthday paddle and a regular sized cheese grater.
Isabella, Or a scratching post for... HEY!
Phineas, I'm way ahead of you Isabella.
Major Monogram," Ah, Agent P. Welcome to the best noodle house in Shanghai."
Major Monogram,"Yeah, I know it's a long haul, but the local take-out just wasn't cutting it for my sophisticated palate. I just wanna tell you what Doof is up to, but I have no idea. I've been on the plane for 17 hours, and they don't let you use your cell phones till you land, and then I realized I didn't have international coverage, so... Anyway, you should probably get back to Danville, and check on him, just in case. Don't worry, I'll bring you back some white rice and soy sauce."
Phineas," All right gang, let's get techno-mimetic. (pause) Let's use technology to mimic..."
Buford, Why you gotta talk like that?
Phineas," You're right. Nano-bots, please."
Candace, What are you doing?
Phineas, We're making a car.
Buford, Buford loves that!
Isabella, That's awesome!
Buford, Helicopter! Helicopter! (Phineas zaps the nano-bots and makes a helicopter) Yeah!
Isabella, Yeah!
Buford, Yes! Bigger!
Phineas, Sure! We'll just need to whip up some more nano-bots!
Candace," Mom! Mom! Mom, the boys! Garage! look!"
Linda," Oh, they're making little models. How cute!"
Candace," You don't understand! It was nothing, and then it was flying and.. They made it out of dust!"
Linda," Oh, Candace, you're not even trying."
Candace," Okay, I need more information."
Norm," Welcome, Perry the Platypus. Would you like a muffin? They're fresh and yummy! Muffins stay warmest here, close to my heart. You must be here to see Dr. Doofenshmirtz! (Perry chatters) I'm sorry he's not in right... (beeping) Whoops, incoming message."
Doofenshmirtz," Well, hello, Perry the Platypus! Sorry I couldn't be there to capture you personally. I was called in for jury duty. But no big deal, I've got the perfect ""get out of jury duty free"" card! (Perry chatters) Relax, it's totally legit. Meanwhile, I'm leaving Norm in charge, the big lump. Hey, try to make yourself useful, Norm! Would it kill you to show some initiative?"
Norm, Show some initiative? You never asked me to do that before.
Doofenshmirtz," Yeah, well, I'm out of your blast radius today, so surprise me, why don't you? Try not to be a complete disappointment."
Baliff, DOOFENSHMIRTZ!
Doofenshmirtz, Present!
Norm," Please enjoy your muffin! (Muffin traps Perry) Sorry for the inconvenience, Perry the Platypus. I'm showing initiative. When I help Dr. D take over the Tri-State Area, he will be so proud of me! Maybe then he will take me out for a game of catch! But how to do it? Dr. Doofenshmirtz makes complicated inventions which invariably fail. But I'm more results-oriented, so I'll just make a weapon!"
Candace, Okay. Commence Operation Concisely State What The Heck Is Going On Around Here. Notepad: check! Ducky Momo 15th Anniversary Happy Pencil: check! Keen eye and abominable will to bust: check!
Phineas," Okay, guys. Get ready for some Nano-bot morphing action!"
Buford, Wow!
Baljeet, Awesome!
Isabella, Great idea!
Buford," Hahaha, pig face. (Candace writes on her notepad and runs to the living room where Linda is)"
Candace," MOM! MOM! Phineas and Ferb are making a giant tape dispenser, but it's also a faucet, and a rowboat, a baseball hat, and gingerbread man with a fist for a head, and a pig face --"
Linda," Stop. Okay, your stories are always full of holes, but it's usually just one story. Here, let me demonstrate. I'll be the ""Candace"" and you will be the ""beautiful mother"". (Clears throat)"
Candace," (long pause) They'll probably do that, you know."
Judge," Juror number 9, state your occupation."
Juror number 9, I'm between jobs at the moment.
Doofenshmirtz, Ha! You'll never get out of jury duty with that story!
Judge, Dismissed!
Juror number 9, Man! I could've used this on my resume.
Judge, Juror number 10!
Doofenshmirtz, My name is Dr. Heinz Doofenshmirtz. My occupation..(giggles)...evil scientist!
Judge, Mad scientist!?
Doofenshmirtz," (angrily) No. No. No, not mad scientist! I'm not angry. Evil scientist. There's a difference..."
Judge," Hold on, number 10. I think your background might lend a unique perspective to the case at hand. The State vs. Dr. Diminutive!"
Dr. Diminutive, I didn't do it!
Doofenshmirtz, Dr. Diminutive!
Dr. Diminutive," Doofenshmirtz, it's your fault that I'm here!"
Judge, (Judge bangs gavel on bench) Order!
