characterName,line
Dan Povenmire," Hey, I'm Dan."
"Jeff ""Swampy"" Marsh", And I'm Swampy. We're the co-creators of Phineas and Ferb.
Dan Povenmire, The show that you're probably watching right now.
"Jeff ""Swampy"" Marsh", Hopefully.
Dan Povenmire," We get letters from kids all over the world asking us questions about the show, that we..."
"Jeff ""Swampy"" Marsh"," No, that's not actually true. We don't get a lot of actual, physical ""written on paper"" letters..."
Dan Povenmire," No, no. That's true... That's true"
"Jeff ""Swampy"" Marsh"," ...what we get is a lot of e-mails. Digital, electronic.."
Dan Povenmire," Yeah. Actually, all of the e-mails we've ever received fit on this flash drive right here. (He holds up a flash drive) But that's not as impressive as this..."
"Jeff ""Swampy"" Marsh"," No, this stack of, of letters here is much more impressive. This is a prop, though made mostly of, uh, foam, fiberglass, that kind of thing."
Dan Povenmire," Yeah. Not to say that we don't actually get letters from people. Physical letters. Ih-like, this one, for instance, from– from Becky. This is a question we get all the time. ""Are we ever going to see Perry the Platypus get a girlfriend?"""
Dan and Swampy, No!
"Jeff ""Swampy"" Marsh"," No, not gonna happen."
Dan Povenmire, No.
"Jeff ""Swampy"" Marsh"," Here's another one. This one is from, uh, Donny. Says: ""Are we ever going to see Phineas and Ferb as teenagers?"""
Dan Povenmire," Yes. Yes, we are."
"Jeff ""Swampy"" Marsh"," In fact, we're gonna see it right now."
Dan Povenmire," This episode is set ten years in the future. So don't let it confuse you. Actually, uh, to avoid confusion, let's, uh, let's just synchronize our calendars right...."
Dan and Swampy, Now!
Phineas," Ugh! I'm running out of time, Ferb. I gotta choose a school. Do I stay local or go abroad? Trade school? Art school? Come on, Ferb. Help me make a decision."
Ferb, Get in the booth.
Phineas," Oh, cool! All my college acceptance letters! I guess we're gonna let fate decide this one."
Phineas," (He grabs one) Okay, Kjobstaad Academy. Uh, which one was that again?."
Ferb," Mmm...great physics department, Norway."
Phineas, Hmm...Don't feel I'm ready for those cold winters.
Phineas," Okay. Comedy Traffic School. Well, if it's fate..."
Phineas," Yeah, things seemed a lot easier when we were young and waiting for our voices to drop."
Baljeet," (in a deep voice) Hey, guys. (he coughs and returns to his normal voice) Oh! Something was caught in my throat. So, still trying to figure out where to go to school?"
Phineas, Workin' on it.
Baljeet," I was just giving Buford some pointers on collegiate life. Since I've already graduated and have been accepted as a professor, I could pull some strings and get him into my school. Just think, Buford. You could be my student! I would be the boss of you!"
Buford, Don't get too excited. I'm goin' to film school. I'm concentratin' on tragedies. The story of a struggling orphan's transcendental search for meaning in a post-apocalyptic society.
Baljeet, It sounds pretentious.
Buford, Thank you. (he takes another bite out of his sandwich)
Baljeet," So, Ferb, you're off to school in England?"
Phineas," Yeah. He's going to Camford on Oxbury. Heh heh! ""Camford on Oxbury"". It sounds like a wizard school."
Ferb," It's not a wizard school. Well, there is some wizarding."
Buford," Phineas, why don't you just go there?"
Baljeet, Or why not go where Candace goes to school?
Phineas, Law school? I don't know.
Candace, And that concludes my dissertation on modern investigative techniques for establishing proof of guilt with or without physical evidence.
Male panelist, Spectacular! I've never had a student convince me of something so completely baseless before!
Female panelist, Now I feel like busting someone.
Phineas," Yeah, I don't know if Candace's school is the place for me. Forget the booth. I'm gonna go with my gut. (takes two envelopes) It's between these two: Danville U and Tri-State State. Both really good schools. Looks like I have some thinkin' to do."
Buford," Hey, the epic struggle of a triangle-headed boy to choose between two schools."
Baljeet, Pretentious alert.
Buford," And again, thank you."
Irving," (on the phone) Sir, it's the old Evil Scientist Alert System! It's showing -inator activity on a Doctor Dooferd–..."
