characterName,line
Linda," Hey boys, want some fat-free whole-grain granola bars? They're still warm from the oven."
Phineas, Whole-grain and fat-free? (He and Ferb take a granola bar) You know us so well.
Linda," (Walks off) Yes, yes I do."
Phineas," You know, Mom's always doing nice things for us. I think it's time we did something nice for Mom! Let's see... We could—No..."
Phineas, Or—Uh uh.
Phineas, Huh...
Isabella," Hey, Phineas! Whatcha doin'?"
Phineas, We're trying to think of a nice thing we can do for Mom. Any ideas?
Isabella, You can clean up the whole house for her!
Baljeet," Or, you can get a classic wooden slide rule from Analog Emporium."
Buford," How do I know what adults like? What am I, a computer?"
Phineas, That's it! I know what we're gonna do today. We're gonna make a super computer!
Buford, What? Your Mom wants a super computer? What is she? Some kind of nerd?
Phineas," No, we're gonna ask the computer what to do for Mom."
Baljeet, Slide rule! I gave it to you on a silver platter!
Linda," Okay, I'm going out. (Pulls out a coupon) I've got a coupon for a free hair styling from this new salon. I'm gonna freshen up my look. Granola bars are in the kitchen! (walks away)"
Candace," Ugh. Maybe I'll feed mine to Perry. Hey, where is Perry?"
Major Monogram," Good morning, Agent P. The entire Tri-State Area's becoming riddled with holes. Also, numerous light beams have been shot from Doofenshmirtz's building. Either he's having some sort of a rave, or he's the one behind all those holes. Investigate at once! (Salutes) Good luck, Agent P!"
Supercomputer, And that's the story of how you made me.
Isabella, He's cute!
Doofenshmirtz, (Repeatedly firing his ray) That's not it... That's not it...
Doofenshmirtz, That's not it... (Picks up an item) That is not it.
Doofenshmirtz, That's not it.
Doofenshmirtz," (Laughs) Welcome, Perry the Platypus. How do you like your trap? That's super quick drying cement. See? (Knocks on the cement) Solid as a, uh... I dunno, some rock-like substance. Cement, maybe! Now, with you safely trapped, I introduce you to the Metal-Unearth-inator! (The Metal-Unearth-inator fires, and a can comes back)"
Phineas," All right, gang, It's ready to go. We just need to perform an initial scan of the Tri-State Area so it has enough data to work with."
Supercomputer, Scanning the Tri-State-Area.
Boy," Between that and the random laser drills, this is like the second best mid-day scrapyard rave ever!"
Doctor," (Preparing to activate a CT scanner) Hold still and... (The red scan light flashes, showing her skeleton. She pulls out her cell phone) Hello, Hospital Workers Union."
Norm, Get out of my mind!
Supercomputer," Gathering data from all objects and habitants. Computing all logical outcome of all events. (Finishes scanning, bell dings) Done."
Phineas," Okay, computer. Are you ready to answer any question?"
Supercomputer," Yes, my data is complete. My logic, infallible."
Phineas, What's 2 + 2?
Supercomputer, 4. Perhaps you should just count on your fingers.
Phineas," Sorry. What's the square root of 72,361?"
Supercomputer, 269. Try something more unusual.
Isabella, What are the names the girls in my Fireside Girls troop?
Supercomputer," Gretchen, Adyson, Holly, Katie, Milly, and Ginger."
Isabella," Wow, he's good!"
Baljeet," On a multi-valve engine with variable timing, how can I isolate an exhaust valve leak at the stem seal without removing the can shaft?"
Supercomputer, Coat the engine with tomato paste and the leak will reveal itself.
Buford," He's right! Uh, what size pants do I wear?"
Supercomputer," Boys, husky, extra large."
Baljeet, He's right!
Buford, Impressive! (Thumbs up)
Phineas," Well, you seem to be working perfectly so, computer, what is the nicest thing we can do for Mom today?"
Supercomputer," Computing... (Ding) Done. Get a gallon of industrial marking dye and a leaf blower. Tie balloons onto them. Then, go to the top of Danville Hill, and at 2:37 p.m., release them into the wind."
Phineas, Really?
Supercomputer, Nothing would make your mother happier today.
Baljeet, You turned that slide rule for this?
Phineas," I don't know, Baljeet. From what we seen so far, I think a little blind faith is called for."
Baljeet, You know nothing about women.
Buford," Dude, it's over."
Candace," Okay, there must be something bustable going on around here. (Notices the super computer. She drops her phone) What...is..that?"
Supercomputer, I am a super computer. I can answer any question that you can possibly ask.
Candace, Did my brothers make you?
Supercomputer," Yes. Yes, they did."
Candace," Okay. So, let me think of a question... Hmm... How many states in the United States?"
Supercomputer, 50.
Candace, What goes on top of pancakes?
Supercomputer, Butter and syrup.
Candace," How do you pronounce the ""J"" in ""Jalapeño""?"
Supercomputer," It makes the ""H"" sound."
Candace, (Hisses) I knew that. How many fingers behind my back?
Supercomputer, Two.
Candace," Okay, that's just freaky. And...bustable! All I gotta do is... (Pause) But it never works! No matter what I try, whatever the boys do just disappears before Mom looks! If only there was some way to guarantee Mom would see what the boys done? (Looks at the supercomputer) Ee-ee-ee-ee-ee-ee-ee-ee-ee-ee..."
Doofenshmirtz," What? Another one? Why are there so many helmets buried in the Tri-State Area? (Tosses it off) Ah, onto the pile you go."
Doofenshmirtz," So, Perry the Platypus, hope you didn't come here because of the holes, because the Metal-Unearth-inator is not even my final plan. May I present to you my real plan? The All-Purpose-inator! You heard of a man's man? Well, this is an inator's inator. (His hand is seen on the control panel) It does everything! (Takes his hand off the control panel) Of course, once I activate it, it will make all my inators obsolete, but, uh... I guess that's progress. Unfortunately, I ran into a little snag..."
