characterName,line
Candace," (offscreen) Okay, Stace. Let's try again."
Stacy, (mumbles)
Candace," It's really more in the cheeks. Like this: ""Nang nang nang nang nang nang nang..."""
Stacy," Oh, I give up! It's a good thing you won that contest to perform backup with Love Händel."
Candace," Yes, in ""The Ballad of Klimpaloon"", I will be playing Klimpaloon. Check out my Klimpy style!"
Stacy," Girl, I have already cashed that check, and I don't even know what that means."
Candace and Stacy, (giggle) Girl talk!
Linda," (offscreen) Honey, the limo's here to take us to the award show!"
Candace," Be right there! (gasps, to Stacy) I gotta go!"
Stacy," You go, girl!"
Candace, Let's never speak of this again.
Max Modem," Come on, boys. Time to go."
Phineas, You guys look great!
Max Modem," Well, Lindana and Max Modem have to look their best when presenting our category, don't we?"
Lindana, Whatcha got there?
Phineas," This is the first journal of the famous explorer, Sir Alvin Shackleberg. He was the first person to sight Klimpaloon, the magical old-timey bathing suit that lives in the Himalayas. We got this to help Candace research her ""Nang nang nangs"" for ""The Ballad of Klimpaloon""."
Max Modem, How marvelous. It reminds me of the time when—
Candace," Sorry, Dad, there's no time for that now. We gotta go while I'm still in the zone. (walking like Klimaploon) Nang nang nang nang nang nang nang."
Phineas, She's good. (gets off the couch and walks out with Ferb) It's like Klimpaloon was right here in the room with us.
Phineas," Whoa, sweet limo! Ferb, I know what we're gonna do tomorrow! (Ferb shows a blueprint) How do we do it? Hey, where's Perry?"
Perry, (chatters)
Major Monogram," Ah, Agent P, I see you got the memo. It's Transcendental Meditation Week. Namasté. (He bows and Perry bows back.) Doofenshmirtz has been spot—Carl, enough with the drumming!"
Carl," Sorry, sir, I just, sorta, got into a groove."
Major Monogram," Anyway, Doofenshmirtz has been spotted as a seat filler at the Fourth Annual 24-Hour Tri-State Area Music Awards. As you know, Doof's brother, Roger, is emceeing the event. We're not sure what he's up to, but we need you to suss it out. (His floating cloud starts to rain.) That's the... That's the cloud. Good luck, Agent P!"
Announcer," Live from Random Stadium, Random Swimwear presents The 4th Annual Tri-State Area Music Awards: The Tristies! Sponsored by Random Swimwear. Be wet...arbitrarily. Tonight's musical guests include Love Händel, Slamm Hammer, Tiny Cowboy, 2 Guyz N the Parque, Danny and the Jaytones, the Paisley Sideburn Brothers, Marty the Rabbit Boy and His Musical Blender, and many, many more. Seriously, many more, 'cause it's...it's 24 hours. And now, welcome your host and lovable mayor, Roger Doofenshmirtz!"
Roger," We've got a lot great music for you tonight, and a lot of...other music. So let's get things started, shall we? Please welcome to the stage our presenters for the fact-based song category, the girl who just wants to have fun and the guy who, I guess, wants fun to have with. Lindana and Max Modem!"
Candace," Yeah! (whoops) Go, Mom! Go, Dad!"
Stage Manager, (offstage) Just go! Just go! I'll fix it later!
Max Modem, (bends down) Our first nominee for...
Lindana," (also bends down) ...the fact-based song category is, Slamm Hammer, with their hit, ""Trees are Made of Wood""."
Slamm, ♪ Wow! Trees are made of wood! ♪
Lindana," (offscreen) The second nominee in the fact-based song category are the Hockey Hooligans with ""Hockey Z-9""."
Doofenshmirtz, (talking over) Excuse me. Pardon me.
Doofenshmirtz," Excuse me. Excuse me, pardon me."
Hockey Hooligans," ♪ Oh, yeah! ♪"
Doofenshmirtz," Excusez-moi. Con permiso, por favor."
Hockey Hooligans," ♪ Don't turn away, I'm talking to you, sir ♪"
Doofenshmirtz, Hee hee!
