characterName,line
Candace," Mom, the remote's not working!"
Linda," You know, you could walk five feet and change the channel the old-fashioned way."
Candace," Oh, be for real, Mom. I'd rather watch the stupid nature show."
Linda, (walks out of the room) I'll get batteries while I'm out.
Narrator," This week on Walking with Nature, one of the world's slowest creatures; Chelonia mydas, the sea turtle."
Candace," (gets up) Five feet, huh? (sits back down) Nah, it's still not worth it."
Phineas," Well, Ferb, time to make the sunniest day ever!"
Phineas," I guess it's already as sunny as it's gonna get. (He and Ferb climbs down the tree.) Wow, it's not even lunchtime and we're already done with today's project. Think about it, Ferb."
Phineas, That means we have the whole rest of the day...
Phineas, ...to do another project.
Phineas, It's like having two days in one! (slides down the tree trunk) Can't ask for better than that.
Phineas," Hey, Perry, do you have any cool ideas for projects?"
Phineas," That's an egg. Perry laid an egg! You know what this means, don't you? We're gonna have two Perrys! Congratulations, old boy! You're gonna be a... Hey, where's Perry?"
Major Monogram, How did you like our new pneumatic transporter? I used it myself this morning.
Major Monogram," What? (Camera pans back to him) Oh, who am I kidding? The new pneumatic transporter sucks. I mean, literally, sucked every piece of hair off my body. Anyhoo, Doofenshmitz has brought up the Tri-State's entire supply of krill. Krill?"
Carl, (off screen) Krill is a small shrimp-like creature that plays an important role in the diet of the humpback whale.
Major Monogram, (scoffs) ..Krill.
Phineas," You know, Ferb, Perry's egg is getting kind of cold."
Phineas," (shakes his head) No, I don't think that's gonna cut it. This calls for desperate measures. (Ferb takes the egg) We need the ultimate, best-ever egg hatcher. Ferb, I know what else we're gonna do today."
Candace," Five feet for popcorn, fine! (sits on the couch) Five feet to change a channel? I don't think so!"
Announcer, This turtle is seeing the world for the first time.
Candace," Hey, this little fella is kind of cute."
Announcer, Here's one that's found himself in the unforgiving position of being stuck on his back. Watch as he instinctively turns to his stomach.
Candace, Whoa! Cool!
Announcer," But the sea turtles' struggles are just beginning. Without the protection of their mother, they face many predators. As you can see, they make easy prey even though the safety of the ocean is a mere five feet away."
Candace, (gulps)
Phineas," All right, Ferb, let's get our nurture on!"
Phineas, Easy does it! There! Activating temperature control.
Phineas, Initiating platypus lullaby loop cycle.
Phineas," Nothing says ""mother's love"" like a giant, robotic platypus butt."
Announcer," Unbeknownst to the delicate infant turtle, it's caught the eye of a sea hawk, and he's looking for a meal."
