characterName,line
Radio DJ," Good morning, Danville! It's a beautiful day, so let's get out there and be happy!"
Male Singer," ♪ Bum, bum, bum, bum, bum ♪"
Norm," Good morning, sir!"
Doofenshmirtz, Ugh.
Norm, (Takes the egg carton and spills the eggs onto a pan) One egg or two?
Doofenshmirtz, None! I don't like them the way you cook 'em. You always leave in the shells! Who does that?
Norm," (Tosses the eggs) I like mine crunchy. (The eggs land on the pan, showing its components scattered on the stove. Doofenshmirtz's laptop beeps)"
Doofenshmirtz," Just keep quiet over there. I got a call from Rodney. (Doofenshmirtz answers) What do you want, Rodney?"
Rodney," I thought I'd share with you the progress on my new Super Zap-Inizer. (Turns the webcam) My son, Orville, helped me. He's a true evil genius. (Turns the webcam back to himself) I'm so glad I have a son who can assist me in my work and help me become a better evil scientist, instead of a daughter who can, (Sniffs) I don't know, go shopping, I guess? Is that what it's like, Heinz?"
Doofenshmirtz," Oh that's ridiculous, Rodney. (Stammers) What you'd have me believe is that daughters (Vanessa walks in) are useless, and if only I had a son instead of a daughter, I'd be much more successful, and my life would be so much better. (Notices Vanessa, who walks off) Wait—No, Vanessa-- (Gets up) No, wait—Wait! How long have you been standing there—Vanessa? (Vanessa walks into a room) Vanessa, honey! Oh I can't believe that she would think that I-- (Walks back to the desk) I mean, it sure would be nice to have a son in addition. (Sits down) You know, someone to have a nice game of catch with, but--"
Norm," Sir, you can have a game of catch with me! I've always thought of you as my fa--"
Doofenshmirtz," Norm, you're in my light!"
Norm, --Ther.
Isabella, Hey Phineas! Whatcha doin'?
Phineas," (Runs on-screen, wiping his hands) Well, you know one of those little spring suction cup (Puts the cloth in his pocket) things that you push down and you never know when it's gonna pop up in the air?"
Isabella," Yeah, what are those things called, anyway?"
Phineas, I don't know. But Ferb and I built a big one!
Buford, Hey look! It's one of those things!
Baljeet, Yes! A big one!
Phineas, Everybody in!
Isabella, So when's it gonna pop?
Phineas," That's the fun part. You'll never know when it's gonna take off! Hey, where's--"
Major Monogram," I don't know what happened, Carl, but our cafeteria officially stinks."
Carl," Sir, I don't think you're being fair."
Major Monogram," Oh Mexican food station is gone, Carl... VANISH!"
Carl, They still have the chili...
Major Monogram," Oh, right! Because chili is a perfect substitute for a nice touchy-taco. It's practically the same thing! (at Perry) Agent P, you're... here! Uhmm... Our inter-web monitor tells us that Dr. Doofenshmirtz has been video conference thing with the other members of the evil organization; L.O.V.E.M.U.F.F.I.N. It's obviously they're planning something big, but right now we have our hands full with this all cafeteria day debacle... so! Get out there and put a stop to it! Good luck, Agent P (Agent P salutes) .... Carl! We're going off the lot for lunch."
Carl, Is that allowed sir?
Major Monogram, Noo... (sigh)
Isabella, That was great Phineas!
Baljeet, Yes! Let us do that again!
Phineas," Ferb, let's reset it."
Candace," There they go again... their machine mocking me... (imitating Phineas) ""Oh, hi, I'm Phineas! Ferb and I are gonna do something totally bust-worthy!"" (in her own voice) ""Yeah, like what? A submarine that'll go into my esophagus?"""
Stacy," Candace, what are you doing?"
