characterName,line
Buford, See? Isn't this the coolest game ever? It's called Jump and Duck.
Phineas," Hey, how'd you get your face in there?"
Buford," Easy. I just use this camera, see? (takes picture of Phineas)"
Phineas, (with spinning eyes) Cool.
Buford," (demonstrating how to add in the picture, tilting the game controller and wildly pushing buttons) And then you do this, and this, and this and this and this and this and this, and this, and this, and this, and this and this, and then this and this, and then that."
Buford, Look!
Phineas, This is awesome.
Candace," (on her cell phone) Stacy, you are talking to the luckiest girl in the house. Jeremy is taking me to the summer cotillion! Cotillion. It's like a dance. Yes, it's a real word. All I know is it's gonna be great. Wait, I just thought of something, two somethings actually. And one of them is pointy. Stacy, I'll call you back. It's time for a little preemptive bust."
Phineas," So, beyond jumping and ducking, what's the actual objective of this game?"
Buford, It's called Jump and Duck. Duh.
Baljeet, I can see no educational value in this game.
Buford, (at Baljeet) Duck!
Buford, (Laughing) Consider yourself educated.
Baljeet, I stand corrected.
Phineas," Far be it for me to cast dispersions on jumping, and or ducking, but I think you can improve this. With a little effort we could-"
Candace, (Now in the backyard) Okay. What are you guys up to?
Phineas, Playing a video game.
Candace, That's it? That's all you're doing today? Huh. How normal. I guess my night's safe after all. Who would have guessed you two would get sucked into a video game? I'm going to go get ready.
Phineas," (Angelic chorus in the background) ""Sucked into a video game"". Brilliant! Ferb! I know what we're going to do today. Hey, where's Perry?"
Major Monogram," Good morning Agent P. I've been monitoring Doofenshmirtz's internet activity. First, we know what you're getting for Christmas. Don't ask our lips are sealed... it's a vase. Second, he's been doing a lot of research into the molecular of taffeta, satin, and most ominous of all, Velour. Ugh! (Monogram shudders, and the feed cuts out)"
Background singers, ♪ Perry! ♪
Phineas," Introducing the all new and improved, Jump and Duck. The world's first truly immersive video game experience. Hey Ferb, throw the switch."
Candace, (in her room) Hey!
Phineas, And once your zapped into the video game by the digitizer-
Candace," Okay, what's going on? I was drying my hair."
Phineas," Sorry about the power, Candace. Ferb went to check the circuit breaker."
Candace, Jeremy is going to get here any...
Candace, (in the video game) ...minute. Hey! Where'd you guys go?
Phineas," We didn't go anywhere, but you're inside the video game."
Candace, What do you mean I'm in the... (Birds and angry fruit begin chasing Candace)
Phineas," Wow, cool. How come she got to go first?"
Doofenshmirtz," Ah, Perry the Platypus, you are too late. Wait, is it eleven o'clock yet? (Pauses for a beat) Now! Now you are too late. So Perry the Platypus, tremble in fear before the most twisted, nightmarish creation the world has ever known! The ball gown-inator. (Doofenshmirtz grabs the Ball gown-inator, and fires it at Perry, leaving him in a ball gown. Perry tries to jump at Doofenshmirtz, but falls due to his ball gown. A pair of mechanical arms pick of Perry so that he is at Doofenshmirtz's level) See, Perry the Platypus? It's hard to fight when you're in a ball gown. It's portable too. Ooh, you look so elegant, like you're going to a cotillion. It's a word, it means dance. So, why would I created such a device as this?"
