characterName,line
Candace," Hi, Mom. Stacy and I are gonna have lunch here at the mall so we'll be hanging out a little longer. (Stacy shows a ferret headband to Candace as she gives Stacy a thumbs up)"
Linda, I thought you probably would.
Candace, (voiceover) Are the boys doing anything bustable yet?
Linda, Not yet. Although they are trying to figure out how they can both use the push broom at the same time.
Candace," OK, keep me posted. (hangs up)"
Phineas," Hey, Mom. We're going down to the park to fly our kites."
Linda, You guys wanna ride or something?
Phineas, I thought you had to meet with those landscaper guys.
Linda," Oh right, I forgot. (reads leaflet) Du Bois (Du-bwa) Landscape Artists."
Phineas," Also, that's yesterday's paper."
Linda, I thought the city council was getting a little redundant.
Man With Glasses, Hello. I'm Pierre Du Bois (Du-Boise). One-day landscape artist. (shakes hands with Linda)
Linda," Hi! Oh, it's not Du Bois (Du-Bwa)?"
Pierre, No. It's just like it's spelled. It's French!
Pierre, Except Floraine ain't French. He's from Dutch.
Floraine, (speaks in Dutch)
Pierre," That's Dutch for ""It's nice to meet you.""."
Linda," Huh. To my American ears, it almost sounded like, ""Where's Perry?"""
Major Monogram," Ah, Agent P. Special surveillance photos tells us that Doof is outfitting his skiff with something. It's hard to tell--"
Carl," (offscreen) Sir, I looked up the window at his building just now, and saw the mysterious object was actually a bucket. A huge bucket."
Major Monogram, (to Carl) Carl!? Why didn't we just look out the window in the first place?
Carl, I don't know sir.
Major Monogram," Doggone it Carl, we can't keep wasting out funds like this! (to Agent P) Well anyway Agent P, I guess you can go over there and see what he's gonna do with that large bucket. (Agent P leaves)"
Carl, Is he gone sir?
Major Monogram," Yeah, c'mon, let's go to Vegas."
Buford," Hey Baljeet, check this out! It's a kite, but it totally looks like a pirate ship!"
Baljeet, That is very nice! (He walks up a ladder supported by a huge dragon kite as the scene pans out. Chinese music plays.) Have you seen my kite?
Buford, Wow! Is it there even be enough wind for something like that?
Baljeet," There should be, with Phineas's wind amplification device."
Isabella," So, how does this work again?"
Phineas," You start by blowing a bit of wind into the intake funnel. (Phineas inhales, then blows into the funnel. Pan to a tank filled with liquid that looks like water, in which Phineas points at it.) Then we have super cool liquid nitrogen to cool things down. Cold air sinks, until it starts to warm back up again. (Pan to a huge blow torch) And that's where we heat it up with a giant blow torch. And then, as it accelerates, it sucks up more air volume, and eventually blows it out with acceleration. (Pan to a huge funnel that opens up to let wind out. A bird flying into it loses all its feathers and is blown away.)"
Isabella, But that was just one big puff of air! How can we fly kites like that?
Phineas, Simple! Irving has volunteered to keep puffing air into the intake. (Irving is seen climbing up a ladder.)
Irving," I've been eating mint all morning! (shows a bunch of mint) You know, so it won't be stinky!"
Isabella," That's very thoughtful of you, Irving."
Irving, (snidely) I didn't really do it for you.
Linda," So here's the yard. I want something nice out here. I think you know what to do. (everyone stops walking, Linda turns to landscapers) You are the landscapers after all."
Floraine," Daar heeft ze is gelijk in. (""She's right about that."")"
Pierre," Actually, we are landscape artists. (picks up car door with poster) Do I need to show you the car door again?"
Linda," No, no. It's fine. I'll be inside if you need me. (walks away)"
Floraine," Een - nul. (""One - nil."")"
Pierre," No, I didn't get the money up front."
Phineas, Is everyone's kite ready?
Baljeet, All set.
"Buford, Isabella", Ready!
Phineas," OK Irving, let her rip!"
Irving, Roger wilco! (He inhales and then blows with all his might into the wind amplifier. The amplifier then blows out a huge amount of wind. The kites start to fly.)
Isabella, It's working!
Buford," Wow, minty! (Cut to him) Ah hoy! Avast ye sworty dogs!"
Baljeet," Wow Buford, you look like a real pirate!"
Buford, That's nothing. Watch this. Fire! (A cannon in the ship shoots out cannonballs.)
Baljeet," (getting hit by the cannonballs) Ow, ow, ow ow ow!"
Isabella," Hey Phineas, watch this! I'm jumping clouds! Whee!"
Phineas," That's awesome, Isabella. Watch this! (His robot kite turns into an automobile.) Now I'm in a car!"
Doofenshmirtz," Enjoy your welcome-to-Danville lunch and ladies. (Point of view shot from Doof.) Soon, Grulinda, you shall taste the wrath of--(Perry suddenly appears in front of binoculars) Perry the Platypus?! (Cut to Doof and Perry.) Oh, before I forget, I got you a little lair-warming gift. (Doof gives him a ring box. Perry opens it, and a yellow rope is tied tightly around him.) Ha ha! You fell for the old spring-loaded-cable-trap-hidden-in-a-ring-box trick. What the? Th-that's a thing. Obviously. I bet you're wondering why I'm spying on a garden party. (Cut to Doof.) OK, maybe not wondering, but I'm going to tell you anyway. (Flashback.)"
Doofenshmirtz," (voiceover) It all started when I was a child, back in Drusselstein. There was this mean girl named Grulinda. Every day she would pour water on my head. (Young Grulinda laughs after pouring water over young Doofenshmirtz's head.) No matter where I was, (Young Grulinda again pours water over young Doofenshmirtz's head and laughs.) or what I was doing, (Young Grulinda again pours water over young Doofenshmirtz's head and laughs.)"
Young and Present-day Doofenshmirtz, (together) Stop pouring water on me!
Mr. Doofenshmirtz, Bewege dich nicht! (Don't move!)
Doofenshmirtz," But by some wonderful twist of fate, (Doof shows Perry a magazine with a picture of an ugly girl and a beautiful one.) she has moved here to Danville! See? (reads caption underneath picture) Grulinda Boubenweir moves to Danville, party being held in her honor at Danville Park. (stops reading, cut to Doof and Perry.) And the party just started, I don't know how they got this picture in the magazine so quick. Eh, I guess they're trying to compete with the internet. (closes magazine) But, I digress! (cut to a giant bucket of water.) I can finally have my revenge! With this! (turns to Perry) The Sog-inator! (evil laugh) Now I will fly over her party, and douse her, with a lifetime of soggy humiliation! (pause) What? Oh, you think that it's petty that I held onto this grudge for so long. Oh, it's not petty. It's not. (looks at Perry sarcastically) It's evil or something; it's not petty."
Linda," Okay guys, I'm dying to see what you-- (gets shocked and drops tray of lemonade. The lemonade falls to the ground and breaks. A cat's yowl is heard.) What is that?"
