characterName,line
Candace's Brain," Has it come to this? (looks closer) Just standing out in the yard, (Camera zooms out, showing Phineas and Ferb sitting by the tree) Staring at your brothers, waiting? (Zoom into Phineas and Ferb) They're gonna do something bustable, I know it."
Candace's Brain, (Gasps) It's Jeremy!
Candace, (Flips the phone open) I know who it is! (Speaks into the phone) Hi!
Jeremy, Hey! Wanna come over today?
Candace," Uh, yeah, just checking out the situation around here. (At Phineas, covering the phone) Uh, Phineas, do you know what you're gonna do today?"
Phineas, No.
Candace," No jetpacks? No volleyball? No ""Where's Perry""?"
Phineas," Nope, nothing yet."
Candace," (At phone) Yeah, I think I'm free. I'll be right over."
Jeremy, Cool! See ya in a bit! (Hangs up)
Phineas," (Off-screen) Hey Ferb, I know what we're gonna do today! (Close up of Candace, who is wide-eyed) Let's build jetpacks..."
Candace, Oh! (Bends down)
Phineas, (Off-screen) ...And play Volleyball!
Candace," Ohh!! (Drops to her knees and drops her phone. She calls Jeremy) Uh, Jeremy, why don't you come over here?"
Phineas," Hey Candace, you seen Perry?"
Candace, Oh!
Major Monogram," Ah, Agent P, I want to apologize for my appearance. You see, I was up all night monitoring Doofenshmirtz. It seems that-- zzzzzzzzzzzz.... Yeah, I'll have cake."
Carl, (Off-screen) Sir?
Major Monogram," (Wakes up) --Up all night, uh, building inators. See what he's-- zzzzzzzzzz...."
Carl," (Off-screen) I think you can go, Agent P."
Candace's Brain," Ah yes, now that's bustable behavior. You should tell Mom."
Candace, (whispering) Stop telling me what to do. (At Mom) Mom!
Candace," Mom, Jeremy's on his way over here right now. I've got like 5-10 minutes to get the whole ""Busting-Phineas-and-Ferb"" thing over so I can relax and we can enjoy our Saturday."
Candace,"Linda (While her eyes are on the book) Yeah, chapter almost done. (Looks at Candace) Front yard or backyard?"
Candace, Back. Kitchen door.
Linda, Done and done.
Jeremy," (Wearing a jetpack and has a volleyball in his hand) Hey, Candace! Jetpack Volleyball? This is a great idea! You're gonna join us, right?"
Candace," Uh, yeah! I'll be up in just a second. I just got something I gotta do. (Closes door)"
Linda, I'm ready for our little charade.
Candace's Brain, (while Candace blocks the door) Mom can't see this! We don't want to get Jeremy in trouble! You've got to keep Mom inside!
Candace," (runs off) Oh, Mom! Don't be so silly! You can't go out there until we've uh, uh... (Stammers, pushes Mom to the dishwasher) Unloaded the dishwasher, right! (Chuckles) Right?"
Linda, But they're not dry yet.
Candace," Oh they'll dry, Mom. (Grasps her shoulder) Things dry."
Linda, Ooh-kee.
Doofenshmirtz," (On a cell phone) You really think I need aluminum siding? (Perry crashes through the roof and lands on one knee with a hand to the ground.) Oh, oops, gotta go, I got a guest. (hangs up, turns around and claps) Well, Perry the Platypus. Oh, hey, nice landing pose. See, that would kill my knees. (Pushes a remote) Haha!! You're trapped! (Two floorboards come out and trap him.) Let's talk about what you've been up to, Perry the Platypus. You've been sneaking into my lair secretly and building inators in the middle of the night! (Perry looks confused) Oh, don't act all so innocent. Every morning when I wake up, there's a new inator. Look! See? Three of 'em! (Cut to the inators. Cut back to Perry, who shrugs.) Re-Really, you didn't do it? If it wasn't you, then who was it? I mean, you and I are the only ones who are ever here, which is sad in and of itself. B-But I'm not building them in my sleep! (gasps) Wait, that's it! I'm sleep-inventing! That's fabulous!"
Doofenshmirtz,"Ah, look at you. So evil. I wonder what you do. Le-Le-Let's see. (He activates the first inator. It zaps a table, which turns into confetti.) Wait, how is confetti evil? I mean, it makes a mess, sure, but i-is it really evil? (walks up to the second inator) Alright, let's try this one. (He activates it, it zaps a couch, which turns into a giant cupcake.) A big cupcake? (Walks up to the cupcake) Well, maybe it tastes evil. Yes. (He dips his finger into the frosting and puts his finger in his mouth.) Mmm, yes, chocolate!!! The most evil flavor in— (sighs) Who am I kidding? This is delicious. (Walks to the third inator.) Let's see what this one does. Oh, Norm!"
Norm, Does someone need their spelling checked?
Doofenshmirtz, No. I just wanted to do this! (He zaps Norm with the inator.)
Norm, How about a hug?
Doofenshmirtz, A huginator?!!
Norm, (walking up to Doofenshmirtz) Unable to resist hugging impulse.
Doofenshmirtz, (walking back against the wall) No! No! Noooooo!!!!
Candace, See? I told you they would dry.
Linda, What was that?
Candace," Oh...uh...so, Mom, do you have everything for dinner tonight? Maybe you ought to go to the grocery store."
Linda, Nope. Got everything.
Candace," Oh, it's your bridge day! Better get in the car and go! (pushing her mom out)"
Linda," It's tomorrow. Candace, why don't you go outside and hang out with the boys?"
Candace," Ha ha ha! Outside! Well, there's no reason to go out there!"
Linda," Y'know, I don't hear them. Maybe I'll go check."
Candace," Oh, ow! Ow, ow! (holding her finger)"
Linda," Candace, what is it?"
Candace, I smashed my finger in the...thing!
Linda, Where? Let me see.
Candace, (holds out her finger and moves it) Here!
Linda, Let...me...see!
Candace, I need a bandage!
Linda," Okay, there's some right—"
Candace," No, no! The glow-in-the-dark ones we keep in the emergency kit!"
Linda, In the basement?
Candace, Ow ow ow ow ow ow ow ow ow...
Linda, (exits) Okay.
