characterName,line
Candace," (Talking on the phone) ...So I said, ""You're not getting me up into the mountains on a day like this"", (She is on the couch with dozens of fans) I'm staying right here, with my beautiful air conditioning. I'm just gonna chillax right through this one."
Isabella," Thanks for letting us host the French Fireside Girls at your cabin, Mr. and Mrs. Flynn. This'll be a great place for them to get their North American Tracking patches."
Clyde, What did I do again?
Phineas," The French Fireside Girls, or le filles coin du feu, as they're known in their country of origin, are going for their North American Tracking patches. And you're helping us help them."
Betty Jo, I put a sticky note on your shirt.
Clyde," (sees the note) Aww. And you wrote ""love"". (whispers as they leave) I knew it was there."
Betty Jo, Why do you play senile?
Clyde, I love your notes!
Isabella," They're here! The French Fireside Girls! Or le filles coin du feu, as they're known in their country of origin."
Brigitte/Josette/Collette," ♪ Alouette, gentille alouette, ♪"
Isabella," Bonjour, le filles coin du feu. Je m'appelle Isabel."
Brigitte," Oh, chi paz français. An as sassa en ou toum de? Y je buhouchs e du..."
Isabella," Whoa, whoa, stop, stoppee! That's all the French I've got."
Brigitte," Dacaz. I am Brigitte, and these are Josette and Collette."
Josette/Collette, Bonjour!
Isabella, (gestures to Phineas and Ferb) And this is --
Brigitte, Phineas et Ferb! (Holds up newspaper) We read your column in Le filles en coin de feu Gazette.
Isabella, (Humbly) I'm syndicated.
Phineas, Matre de maz.
Baljeet," (He wheels in a large crate with a tarp over it) Everyone, please stand back! Keep your fingers, and berets away from the bars."
Isabella," Le filles coin du feu, to earn your American Tracking Patch, you'll have to capture the most dangerous of creatures, the vicious, American, (She pulls away the tarp, revealing Buford in a bear costume) grizzly bear."
Baljeet, He has not been fed.
Isabella, My friend has graciously agreed to be the bear for today's hunt.
Baljeet, Excuse me. (He goes around to the back of the cage) What is up?
Buford, (he pulls Baljeet inside) Get in here! I know that girl out there!
Baljeet, You do?
Buford," Yeah, we met, in Paris. (He flashes back) It was a year ago, and I was taking in some of the local color, when I saw her, Brigitte. She was a beautiful French girl, and I was an ugly American. Which of course holds a certain mystique. With her I completely forgot myself. I read poetry, I wept at beauty, I clipped my toenails. For Brigitte, I even learned to speak the language of love, French talk."
Baljeet," Oh, that is why you are fluent in French."
Buford," It was easy actually. A lot of the root words are the same in Latin. But I can't let anyone know I have a heart, it'll ruin my tough-guy image. And believe me, the irony is not lost on me in this suit. Aw man, don't you see, if I get all gushy now, I'll be totally exposed! I can't stand it! (He pushes Baljeet aside, and flees the cage)"
Isabella, There he goes. Let the tracking begin. (The girls run after him)
Baljeet," Wait, you speak Latin!?"
Phineas, Go get 'em girls!
Clyde," You'll never catch me running around in a fuzzy bear suit, (He passes for a moment) in this heat."
Phineas, It is a tad sweltering. A little fun with water might be in order.
Clyde, Way ahead of ya' kiddo. (He shows them a sprinkler)
Phineas," You're on the right track Grandpa, mind if we kick it up a notch?"
Clyde, I was hoping you might.
Phineas," Ferb, I know what we're gonna do today! Hey, where's Perry?"
Major Monogram," Good morning Agent P. I'd tell you what Doofenshmirtz is up to but the screen isn't big enough for the little box thingy over my shoulder, but I'm sure you'll figure it out when you get there. Good luck Agent P."
Monogram," ♪ Oh give me a home, where the buffalo--♪ Moth! Moth!"
Buford," Of all the clearings, of all the woods, in all the world, she had to walk into mine. (Buford's phone rings) Tell me she was deported!"
Baljeet," Buford, what are you doing?"
Buford, The forest is crawlin' with patch-crazed Europeans and I'm a bear in the woods. What do you think I'm doing?
Phineas, Ooh! Ooh! I know!
Buford, Am I on speaker phone? GET ME OFF OF SPEAKER PHONE!
Brigitte, This way I see a score.
Buford, They're comin'!
Phineas, How's he doin' Baljeet?
Brigitte, I want his fuzzy fent on my wall!
Baljeet," Ha, well..."
Phineas, You want to help us make a super-sprinkler?
Baljeet," Yes, yes I do."
Doofenshmirtz," Aw, Perry the Platypus, are you felling tired?"
