characterName,line
Linda," Phineas? Ferb? Hey, boys. So, what's on the agenda for today?"
Phineas, We though we'd do something classic and take Perry for a walk in the park.
Linda," He does need the exercise. Well, I'm heading to the store to pick up some things for dinner. I'm thinking spaghetti and meatballs, or a spaghetti-meatball. That's spaghetti and meat mixed up into a big ball. It's less of a choice of foodm than a choice of shape. Don't forget to bring a doodie bag for Perry! (leaves)"
Phineas," We won't! (to Ferb) Hey, where is Perry?"
Phineas," You know, Ferb, we should build a Perry. For occasions like this, when we're Perry-less. A giant anamatronic Perry with flashing eyes, fiberglass bill and... (Ferb holds up a blueprint of the Perrytronic 3000) Judo flipping tail action? Ferb, you anticipate my every need."
Major Monogram," Morning, Agent P, and welcome to our new Evil Science Readiness Program. You just keep circling Doof's building, and the second Doofenshmirtz is ready to begin his scheme, you'll be there. It doesn't leave a lot of time for friends and family, (Perry looks a bit sad) but -- we feel the dramatic decrease in response time could well be worth it."
Doofenshmirtz," What is he doing up there, just flying around in circles, uhh. It gives me the creeps! Well, it worked out in my favor anyway because, turn, close latch, I'm finally ready to begin my scheme!"
Doofenshmirtz," Ha! You want to be a bird? Is that what you want? Well, this is what we do with birds, we put them in a cage. Can you speak, little birdy? Hello? Say, ""Hello, Perry want a cracker."" (Perry bites his finger) Ow! Bad bird! That would not have happened to me if I was smarter, which brings me to my new inator. The Duplicator-inator 2! You know what they say about two heads are better than one, right? Well, I will duplicate my head, and become twice as smart! And look, I even did some recycling by using my old microwave oven. (opens door) Baked potato? Eh, maybe later. (closes door) All my life I've been a zero, but when I have two heads, I'm gonna be twice that! You'll see!"
Phineas," Too steely-eyed, Isabella! Less focus!"
Isabella, Whoops! (separates the eyes) How's this?
Phineas, Perfect!
Buford," (oiling the feet) Sure, you get the fun part. If I wanted to oil feet, I could've stayed at home."
Baljeet," (peeks out of the belly) When we are done with this, what will it do?"
Phineas," Unlike a real platypus, which doesn't do much, the Perrytronic 3000's capabilities will be limitless!"
Candace," KEEP IT UP! DON'T STOP, BUSY BEES! YOU'RE BUSY, BUSY, BEES!"
Stacy, What are you doing?
Candace, WORK! WORK! WORK! WORK!
Stacy," All right, I'm out of here. You lost it. (starts to leave)"
Candace," No, wait! (brings Stacy back) Okay? There is a madness to my method."
Stacy, You've got three seconds.
Candace," Everything Phineas and Ferb build -- disappears when they're finished. So if I can keep them from finishing the thing they're building, it will never disappear! I call it Busy Bee Busting. B. B. Busting, for short."
Stacy," You know what? I'll see you, La-La-Later. (leaves)"
Doofenshmirtz," Okay, let's try this. (fires the inator at his head and laughs) At last, I am --"
Doofenshmirtz head," Don't just stand there, pick me up!"
Both," Well, hello, handsome!"
Phineas, Looks like we're done!
Candace," What? No! What are you talking about, ""done""?"
Phineas," Well, the tail glaze is almost cool, so we just figured we'd test her out and then close the book on this one."
Candace," Test, yes. Close book, no!"
Phineas," Okay, I guess we could consider this a sort of preliminary test before the real test."
Candace," Sh'ya! Now preliminary test his heap, and back to work. And what is this thing, anyway?"
Phineas, Don't worry! The theme song will explain everything!
Candace, Theme song?
Phineas, It tested perfect! Looks like we're are done!
Candace," Oh, no, you're not! Can it bake a pie? Can it train a seal? Can it give change?"
Phineas," Wow. She's right, guys. We're not nearly done!"
Candace," All right, you busy bees, you're back on the clock! (whispering) B. B. Busting. (normal, on phone) Hello, Mom?"
Linda," Yes, Candace? I just checked out, I'm on my way home, now! (doesn't notice her purse left on the counter)"
Doofenshmirtz," I don't understand, I really thought two heads were better than one, you know, for the thinking. But I can't think of anything!"
Both," Maybe we need a break. We keep doing that! I know, it's so funny! Ahhh! we did it again! And again!"
Doofenshmirtz," Okay, knock it off. Let's play with our inator for a while!"
Doofenshmirtz head," (chuckles) Now, this is fun!"
Doofenshmirtz," I know, right? (laughs)"
Doofenshmirtz head," Look! Two more heads. Ha ha! Look at Perry and his little arms, aren't they adorable?"
Doofenshmirtz," You're right, let's make more."
Doofenshmirtz head," Oh, look! A little arm that can move around on its own, (the arm frees Perry) It's got its own volition. I did not expect that. Wait, you dummkopf! Look what you've done! (the arm attacks him)"
Doofenshmirtz," Oh, who's the Dummkopf now, Dummkopf?"
Doofenshmirtz head, Hit him! Hit him!
Doofenshmirtz," Oh, good idea! (repeatedly fires the ray at Perry, cloning his arms)"
Doofenshmirtz head," Not with the ray, you nincompoop! Oh, point that somewhere else!"
