characterName,line
,Do you like this video?
Phineas," Okay, guys, now you try it. (Isabella jumps over a hydrant on her skateboard.) Nice! (Baljeet does it next.) Very smooth, Baljeet! (A skateboard with no rider bumps into the hydrant.) What's the problem, Buford?"
Buford," Well, you know, the sun was in my eyes."
Isabella," Buford, what's with the lack of effort?"
Buford, I'm just tryin' to be careful.
Phineas, You?
Buford," Yeah, we're outta credit at the emergency room. My mom said if I break one more bone, she's gonna break the rest of them! Fairly sure that was hyperbole, besides, look how hard that hydrant is!"
Baljeet," Well, maybe we could make our own fire hydrants out of soft foam rubber."
Phineas," Hey, that's a great idea! Ferb, I know what we're gonna do today!"
Ferb, Seriously? That's it? A soft fire plug?
Phineas," Well, yeah, attached to a giant revolving treadmill with a giant soft neighborhood containing soft obstacles."
Ferb," Oh, yeah, okay."
Baljeet, Where is Perry?
Isabella, What did you say?
Baljeet, I was just asking where Perry is.
Isabella, Oh.
Baljeet, What did you think I said?
Isabella," Uh, well, I thought you said...uh...nevermind. It was too weird."
Major Monogram," Ooh, ooh, oh, get it off! G-Get it off! Ooh! Uh, just walked through a spiderweb. Don't you just hate that? Ya spend the rest of the day worried there's a spider on ya. (shudders) Gives me the willies. Anyhoo, our sources tell us there's a cowboy hat in front of Doof's building. Normally, that wouldn't be of any interest to us, since this is the week of the Danville Hootenanny, but it is a rather large hat and, in spite of its name, the Danville Hootenanny is a dignified affair. I wish I had more information, but Carl said there was a big bee by the surveillance equipment. So get out there, Agent P! Ooh! Carl, is there... (turns around revealing a huge tarantula on his back) is there a spider on my head?"
Carl," (offscreen) No, sir. There's no spider...on your head."
Narrator," Meanwhile, at the Danville Space Laboratory..."
Sign Painter," Laboratory?! (makes angry noises, throws his hat to the ground and stomps on it)"
Linda," Oh, Jack, it sure was nice of you to show Candace and me around. This satellite stuff is very interesting."
Jack," No problem, Linda. I'm flattered you'd be interested in our humble facility, considering your background in astrophysics."
Linda," Oh, yeah, uh, listen, that's kind of a secret, so don't—"
Jack," Oh, I'm sorry."
Candace, So what does your father do here?
Jeremy," Oh, he's part of a team that makes and manages recognizant satellites. They actually had a couple of rovers on Mars earlier this summer. But they suddenly stopped working. You wouldn't know anything about that, would you?"
Candace," (nervously) Uh, how would I...heh heh...what do you mean? Heh heh."
Jeremy, All right...Your Highness.
Candace, (gasp) Who told?
Jeremy, Stacy.
Doofenshmirtz," Uh, Perry the Platypus, I bet you're wondering why I'm cowering outside my lab. Well, day started like any other day. You know, ""how am I going to take over the Tri-State Area?"" But I suddenly remembered a movie that I saw long ago at a drive-in."
Doofenshmirtz," (voiceover) It was called Night of the Felis. I knew right away that the old masters were onto something. Imagine taking something cute and enlargening it to frightening proportions. Brilliant! But in order to take over the Tri-State Area, I had to study with some other types of small animals, preferably, something that could fly. And I vowed to get right to work...as soon as the movie was over. The first thing I needed to do was create an inator that would make things larger."
Doofenshmirtz, (in flashback) Eh?
Doofenshmirtz," (voiceover) I tried it out on my cowboy hat. It was a success! My ten-gallon hat had turned into a 2,000-gallon-hat!"
Doofenshmirtz," (in flashback) Whoa! (crash!) Well, that's the end of that hat."
Doofenshmirtz," (voiceover) Next, I had to genetically modify a mouse so it could fly."
Doofenshmirtz, (in flashback) Ow!
Doofenshmirtz," (voiceover) Then I decided it would be easier to just use a bat. So I ordered a retired stunt-bat from a low-budget bat circus that had recently gone belly-up. You know...the economy. I was on the precipice of Tri-State Area domination. At last, I had the ultimate creepy soldier! (Derek the bat squeaks) And then I remembered, I had a very mild phobia of bats."
Doofenshmirtz, (in flashback) Aaaah!!! Get away get away get away!!!
Doofenshmirtz, (voiceover) I also had a mild phobia of shellfish.
Waitress," (in flashback, offscreen) Here's your order, sir."
Doofenshmirtz," (in flashback, offscreen) Aaaah!!! Get away get away get away!!!"
Doofenshmirtz, (voiceover) But bats are worse.
Doofenshmirtz," (in flashback) Scram, you flying gerbil! (Derek squeaks) Amscray! (Derek squeaks) You're making me miss the hootenanny!"
