characterName,line
Story by,
Story by,Jim Bernstein
Story by,Martin Olson
Story by,Scott Peterson
Written & Storyboarded by,
Written & Storyboarded by,Bernie Petterson
Written & Storyboarded by,J.G. Orrantia
Written & Storyboarded by,Kaz
Written & Storyboarded by,Kim Roberson
Directed by,
Directed by,Robert F. Hughes
Linda," Mom, don't forget to water the plants. We'll be back before you know it."
Betty Jo, It's so exciting! I remember our trip to Africa.
Grandpa Clyde, That was Arkansas.
Betty Jo," Oh, that's right, but you have fun in Africa."
Lawrence," Ah, my university chummy has been trying to get us to visit his animal research station for years now."
Phineas, I bet Perry's looking forward to meeting all the wild animals.
Major Monogram," Oh, there you are, Agent P. We've intercepted a text from Doofenshmirtz and we need you. I'm sorry, Agent P. You know we wouldn't do this if it weren't an emergency. I'm afraid you're going to have to miss your family vacation. Use Host Escape Diversion Technique B-17."
Phineas," Hey! You okay, boy? Oh, no, I think he's sick."
Linda," Oh, he doesn't sound well enough to travel, hon. Maybe we should leave him at home."
Man," Sorry, kids, your Mom's right. The airline forbids transport of animals who are ill."
Phineas, Are you a pilot?
Man," No, I'm a dentist. I just like wearing these hats."
Lawrence," The dentist is right, boys. Your mother is right."
Phineas," You know, if Perry can't go, then Ferb and I will stay home with him."
Betty Jo," Don't be silly, sweetie. You enjoy your trip. Grandpa and I will take good care of him."
Airline Announcer, Flight 4311 now boarding.
Phineas," ...Well, okay. We're sure going to miss you, little fella. Feel better soon. Eat all your food and get plenty of rest. We'll see you in no time."
Candace, Hey.
Stacy," Hey, world traveler! Ready to go?"
Candace," No. Jeremy said he would see me off, but he's not here yet."
Stacy," Oh, I'm sure he's got a perfectly good reason."
Candace, But he said he had something to tell me...
Airline Announcer, (In the background) Final call for Flight 4311!
Candace,...something important.
Airline announcer, Final call for Flight 4311!
Candace," (Talking to an airline personnel, with a bull horn announcing the final call) I heard ya'."
Airline Personnel, Well!
Linda, I still can't believe you got dinner reservations at Chez Afrique. The travel guide says it's the top romantic destination restaurant. Five star service. Panoramic views....
Lawrence," Well, I'm looking at the most amazing view right now."
Linda," Oh, honey..."
Lawrence," No, no, really. Look how many suitcases they have in that tiny truck."
Linda," Ooh, that is amazing."
Buford, Move over.
Baljeet, But I got here first. Why should I sit in the middle seat...
Buford, There's your reason.
Baljeet," You know, you can not solve every with your muscles. Sometimes you need brains."
Buford," Yeah, like for dinner. Little bit of garlic, a little bit of butter, brains are delicious."
Phineas," (sighs dejectedly) Perry would have loved sitting on the tarmac for no reason. (sighs again) And he would have loved this visual gag, too. (referring to Ferb wearing five neck pillows)"
Flight Attendant, (to Isabella) Couldn't help but notice your sash. I was a Fireside Girl myself. Enjoy your complimentary orange juice.
Isabella, Thanks. (to Buford and Baljeet) Gentlemen.
Baljeet, Networking is everything.
Isabella," Did you know that African chapter of the Fireside Girls has its own special edition survival patches? (Listing some of the patches) ""Identifying fauna and flora."" Easy. ""Finding water."" Child's play. And, ""eating a grub""?"
Buford," Little bit of garlic, a little bit a butter..."
Baljeet," Do not worry, Isabella. You do not have to have every patch."
Isabella, I don't have to have every...! Do you even hear the words coming out of your mouth?
