characterName,line
Phineas," Hey, Dad! It says on this map that America's largest sport sock is just three miles down the road. Are we gonna stop there?"
Lawrence," I'm sorry, boys, but we only have 'till sundown to return this RV to the rental place."
Linda," We'll have to do it on our next road trip, okay?"
Candace," I'm ready for this trip to be over. I'm tired of being in mobile lock-down, where I can't even call my friends because of spotty cell service! That, combined with the refrigerator door opening every time we make a left and sharing a bathroom the size of a postage stamp. The only consolation for this whole rigmarole, besides the fact we didn't stop at one of those greasy spoon road stop diners, is the fact you two haven't done (echoing) anything bustable for a whole week! Seven solid days. Are you even listening to me?"
Phineas," Well, we were at first, but then you got all echoey and far away."
Candace," Oh, I'm gonna go take a nap."
Phineas," Ferb, Candace is right. We didn't get a chance to stop at a classic, all-American roadside truck stop diner! You know, the juke boxes, the sassy waitresses, the little bowl of mints by the cash register."
Candace, (yawns) Too bad you can't build one...heeheehee... (snores)
Phineas," Ferb, I know what we're gonna do today. Hey! (sees the inflatable Perry) There's Perry!"
Major Monogram," (on a miniature monitor) Ah, Agent P, we're sorry. We know you're on vacation, but Doofenshmirtz is driving a big rig not far from your current location. We need you to reroute your family and catch up to him. Find out what he's up to and put a stop to it. Oh, I envy you. The romance of the open road. The tire chunks all up and down the shoulder and that ever-mysterious single shoe."
Automated voice, Turn left at next exit.
Lawrence," Hmm, that's odd, but I never argue with a lady."
Linda," Hey, what's that?"
Lawrence, It's a CB radio. I can talk to truckers on it.
Linda, Talk to truckers? Do it!
Lawrence," Okay. (on CB radio) Uh, breaker, breaker, 1-9. This is Cheeky Monkey. Anybody got their flappers on out there?"
Linda, Cheeky Monkey?
Lawrence," Oh, that's me. It's my... my handle."
Linda, (pause) How do you know how to use a CB radio?
Lawrence," Simple, I studied this."
Linda," (reading) ""Truckin Drivin' Hits/1975-1975""."
Lawrence," Yes, yes, yes, handle it carefully, dear."
Doofenshmirtz, (via CB radio) Hello? Cheeky Monkey?
Linda, Oh! Oh! You got someone.
Lawrence," (on CB radio) Yes, yes, this is Cheeky Monkey. You're shaking the windows. What's your handle, good buddy? Come back."
Doofenshmirtz," (via CB radio) A handle? Handle, handle. Oh, my name. Uh, yeah, you got Misfortune here."
Lawrence," (on CB radio) Well, hello, Miss."
Doofenshmirtz," (on CB radio) No, no! It's not Miss, it's... it's Misfortune. Like, like one word. It's like... It means bad luck. One word. So, uh, where are you?"
Lawrence," (on CB radio) Oh, we're running a double nickel on a dime."
Linda, Double nickel on a...
Lawrence, 55 on the 10.
Linda," Oh, yes. Very clever."
Doofenshmirtz," (on CB radio) Well, let's see. I'm eastbound with a smoky on my 20, on a cab over Louie with... You know, I'm gonna level with you. I don't know were I am or what I'm saying, really. Is there a code for that?"
Lawrence," (on CB radio) No worries, Miss. Just keep your metal up and your rubber down."
Doofenshmirtz," (on CB radio) Metal up? What kind of... (Perry lands on the windshield with suction cups on his hands and feet) (at Perry) Hey! (on CB radio) Cheeky Monkey, I'm gonna have to call you back."
Lawrence," (on CB radio) 10-4, good buddy. I'm gone."
Linda," You know, you just scored some big man points in my book for that."
Lawrence, Woo-hoo!
Linda, You just lost them again.
Doofenshmirtz," Perry the Platypus, don't start anything because I'm driving and it's really unsafe. Quit goofing around and sit down! Besides, you should really have seat belts on. (laughing) Yeah!"
Doofenshmirtz,"Ah, you're probably wondering what I'm doing driving this big rig. As you know, every Inator of mine has a self-destruct feature, all of which rely on a little formula top scientists refer to as ""Boom Juice"". I found a cheap deal on a whole truckload of the stuff out here in the sticks. But I had to drive it home myself because, well, the shipment's a little old and unstable."
Doofenshmirtz," Oh, pay no attention to that. That's just the mandatory early warning explosion alert. I'll just turn down the sound so we can talk. Then I can tell you some of my truck driving tales."
Phineas, Ready?
Candace, Mom. Phineas and Ferb. Bust. Look.
Man," And one little orphan boy looked up at me with tears in his eyes and he said, ""Mr. Trucker Man, you done saved Christmas!"""
Lawrence," Oh, that's good."
Candace, Mom. Bust. Boys.
Linda," Oh, Lawrence, look. Candace is sleep-busting again!"
Lawrence," Aww, that's adorable."
Linda," Hon, go back to your nap now. Go on. (directs her away)"
Candace, Mom. Bust. Boys.
Lawrence," Oh, go on. Play track three! It's the one where a group of truckers take down a corrupt police force using only their trucks and their saucy colloquialisms."
Delivery Man," Delivery. Hey, aren't you two a little young to be receiving a seasoned grill, 300 pounds of coffee, 200 pounds of fatback, four tons of lumber and assorted wheat, rye and pumpernickel breads?"
Phineas," Think about it. Age isn't really the issue here, right?"
Delivery Man," You got a point, kid."
