characterName,line
Linda," (to Candace) So you and Stacy are going to a ""Rock-n-Roll"" memorabilia auction?"
Candace," (to Linda) Well, yeah. They are gonna be auctioning off one of the original Tiny Cowboy bobble heads. (Flicks the Cowboy hat bobble-head) The lefty one."
Linda, So I guess I won't be seeing you at the annual Danville Meatloaf Festival?
Candace, No. What's a Meatloaf Festival?
Linda," Oh, that's right! You were away at camp last summer when I won this! (takes out ""Meatloaf Queen"" crown)"
Candace, Meatloaf Queen? (doubtfully) Wow. That's pretty fancy.
Linda," (puts crown on) And because my meatloaf was voted best at the festival last year, I have the honor of being one of the judges this year."
Candace," So, you have the honor of eating other people's meatloaf all day?"
Linda, Yup. I'm living the dream!
Phineas, What happened?
Buford," We were just...at the bounce house...down at the Meatloaf Festival...and...and I was there, you know, having a good time, and suddenly..."
Buford, Later!
Buford, Dude! Gotta go!
Buford," And even though it was funny, I still kinda wish that the bounce house was still there. You know, for the little kids."
Phineas, Buford's right!
Buford, I am?
Phineas," Even though they're made for little kids, there's something about a bounce house that you can't resist. What if bounce houses were made for bigger kids?"
Buford, Hey!
Phineas," Slightly bigger kids. And what if they just happened to be totally amazing? I stand before you today and I hereby declare that...that, uh, little help, Ferb?"
Phineas," That nobody has yet done justice to the bounce house concept, and that it is up to us to show the world what a bounce house can truly be. For if not us...then, who? If not now...when? And if not when, then...something else! Gentlemen, I know what we are going to do today! But first answer me this: Where's Perry?"
Phineas," No, seriously, where is he? I don't...I haven't seen him."
Monogram," Good morning, Agent P. We've recently found surveillance footage of Doofenshmirtz buying fresh produce. We've concluded there are two possibilities. Either he's up to something sinister that is food related, or he's cooking dinner 'cause he's got a beautiful woman coming over and he wants to imp...never mind, it's obviously the first thing."
Baljeet, Very impressive.
Phineas," Just a little bit more, Ferb."
Phineas, That's about right.
Linda," Wow, Jamie Oliver. I can't believe we've got one of England's most famous chefs for our little Meatloaf Festival."
Jamie, Brilliant! It's a pleasure to be here.
Linda," Yes. This year we've expanded our venue. We have twenty-nine meatloaf flavored ice cream, as well as various meatloaf-themed attractions and rides."
