characterName,line
Baljeet," To truly understand my predicament, I feel it will be best expressed in a song. (Claps hands twice)"
Candace," Let's see, who should I call first to hang out with? (Holds up cell phone) How about Jeremy!"
Jeremy," (Via recording) Hey, it's Jeremy. You know what to do after the (beep)"
Candace," Oh, hey, Jeremy. It's Candace. Uh, just seeing what's going on today. Call me back if you want to. Okay, bye! (Closes cell phone) Oh, man, that never gets easier. Oh, well, I'll just call Stacy. (Opens cell phone) She's probably been waiting by the phone all morning."
Stacy," (Via recording) You've reached Stacy's mobile. Leave a message, I'll get back to you."
Candace," Hey, Stace! It's Candace. Where are you? Call me! Hmm. That's weird. Who else can I call? I know! Jenny! I haven't seen her since the boys built a beach in the backyard."
Jenny, Hello?
Candace," Jenny, hey, it's Candy."
Jenny," (Via recording) Leave a message, I'll get back to you as soon as possible."
Candace," Call me. Hmm. Who else do I know? Becky, this is Candace. I know we haven't talked since kindergarten, but... Hey, Wendy. This is Candace. We shared a seat on the bus to planetarium. Hello? Clarissa, this is Candace. We played volleyball at camp. Jill? Nancy? Barbara? Olga? Chicago Joe!"
Woman, Information.
Candace, See a movie with me. (Screams) Where is everyone?
Candace, Are they all out having fun without me?
Candace," So all my friends need some time to themselves, huh? Well, not without me they're not."
Manager," Hey; I'm looking for Jeremy too. I need him to work tomorrow. Our fry guy just defected over to Taco Tepee. (at Taco Tepee manager) You win this one, Cooks with Grease!"
Candace, Am I that bad to hang out with?
Candace, Ooh! A text message. And it's from Stacy!
Candace," ""CYL, BFF, S."" What does that mean? Let's see. ""Candace, You Loser....Bad Friendships Fail...Stacy."" Harsh!"
Pidgeons, (Cooing)
Candace," (sighs) Feels like I don't exist anymore, like I'm a nobody. I wish I could go to some cool faraway place and start over. Wait a minute. Those are Phineas and Ferb's bikes!"
Baljeet," Inside I am thanking you a thousand times, even though on the outside I remain quite frugal."
Phineas, See you tomorrow.
Candace, What are you guys up to?
Phineas," We just built a teleport to a cool, faraway place."
Candace," Well, that's all I needed to hear! Candace Flynn is out. Peace! (Walks through the portal)"
Phineas, Welcome to Mars.
Candace, Mars?!
Baljeet," Oh, no! The portal is broken! Ooh, now I will not get a good grade at the science fair tomorrow, and, uh,... there's also the issue of your sister stranded on a distant, barren planet."
Phineas," Don't worry, we can fix it. Heh. Candace is probably laughing about it as we speak!"
Candace, PHINEAS!!!
