characterName,line
Stacy," ""Boys are human beings too. (Camera rotates, showing Stacy holding the magazine) If you're interested in one of them, make them feel comfortable by asking him questions about himself."" Okay, they lost me at the ""boys/human beings"" thing."
Stacy," Candace, this article specifically says not to growl psychotically. It makes boys feel uncomfortable."
Candace," Look at them down there. Planning something. Oh, I'm gonna bust them today for sure."
Stacy, That's what you say everyday.
Candace," Well, that's because they build something everyday. Seems like every time I get Mom and I'm ready to bust, their stupid invention disappears."
Stacy," Candace, looks to me like you're going about this the wrong way. Don't focus on the boys; focus on the invention. If you can find out where the stuff goes, maybe you can take your Mom there and she'd finally see the evidence."
Candace," Yeah! Stacy, you're a genius!"
Stacy," Wow, go figure! Would you call my mom and tell her that?"
Candace," Hey, Phineas!"
Phineas, Yo.
Candace," Uh, you know how you guys, like, build stuff everyday?"
Phineas, Yeah?
Candace, And you know how you make it disappear at the end of the day?
Phineas, No.
Candace," And-- What do you mean ""No""?"
Phineas, We don't make it disappear.
Candace," (Scoffs) Well, then where does it go?"
Phineas," We don't know what happens to it, but it helps with cleanup. And Ferb here says to never look a gift horse in a mouth."
Candace, So you're telling me you're not even a slightest bit curious as to where the thing goes?
Phineas," Yeah, I guess we're a little bit curious. Hmm... Why don't Ferb and I build something and you guys keep your eyes on it? Maybe you can find out where the thing goes."
Candace," Sounds like a plan! (At Stacy) A plan of busting! (They high-5, at Phineas) All right boys, make it big and make it obvious."
Candace," Now remember, we can't take our eyes off of this for even a second."
Stacy, What if I need to blink?
Candace, Here! (Pulls out an aerosol can) Use this! Saline solution.
Phineas," Hey, (Opens Ferb's welding mask) where's Perry?"
Major Monogram," What do you think, too much? Oh, I'm just getting into the mood. I'm going to Vegas this weekend. (Pause) Okay. (Takes a sheet) Our sources tell us that Doofenshmirtz is working on an invisibility ray, and that can't be good. Get out there and put a stop to it. (Perry runs off) And may luck be with you! Lady luck, baby! Hot-cha."
Isabella, Hey Phineas. Whatcha doin'?
Phineas, We're just building a big and obvious ride in our backyard!
Isabella, Cool! Can I ride it?
Candace, Nobody riding anything! We're just gonna watch it.
Phineas, Candace wants to see where it goes.
Isabella, Okay...
Buford, Whoa! What is that?
Candace," Yeah, yeah, yeah. It's just another one of their cool rides. Just get behind us and help us watch it."
Buford, How's my schedule?
Baljeet," Well, right now you're just carrying me around like luggage."
Buford, We're in!
Doofenshmirtz, Perry the Platypus? You're just in time. (Pulls out a remote) Just in time to be trapped! (Presses the remote button. A crashing sound is heard. Perry looks around for the trap) Didn't Major Monogram tell you I was working on an invisible ray?
