characterName,line
,EDIT
,SHARE
Phineas, (from inside) It's coming!
Isabella, AAAAHHHHH!!! We're doomed!
Baljeet, The prophecy has come true!
Phineas, We are about to pay for our over-consumption!
Buford," You created me, Garbage-zilla! And now, puny humans, Prepare to be trashed! (trips and makes a loud noise) Whoa, whoa!"
Candace, Knock it off!
Linda," Candace, I don't know what you kids are doing, but I'm taking an online knitting test in a few minutes, and I need it to be quiet around here. (sarcastic tone) You might not remember quiet. I'm not sure you two ever met. Anyway I'm putting you on noise patrol. You're in charge."
Candace, I'm in charge? Woo-hoo! Yeah!
Linda, Use a muffler. (leaves)
Candace," (She grabs and puts a cushion over her face.) Oh, yeah. Woo-ho!"
Buford," This time I want an air siren, and tap shoes."
Candace," Phineas, Ferb, Mom put me on noise patrol while she's taking an online test. She needs it to be... (loudly) ABSOLUTELY QUIET!"
Linda," (from upstairs) Candace, I'm trying to concentrate! (going back to her computer) Now let's see: ""What's the first ingredient in knitting a garment?"" Oh, I know that, it's love. (types it down, only to get the wrong answer) What do you mean, ""wool""?"
Candace," You heard her, right? No noise. I want you silent, and invisible. Got it? (leaves)"
Buford, Silent and invisible!? What am I? A ninja?
Phineas," That's it! Gang, I know what we're gonna do today! (pause) Speaking of silent and invisible, where's Perry?"
Major Monogram," Agent P, we have a crisis. The Agency was going through Dr. Doofenshmirtz's trash this week when we found this. (shows a magazine with doodled on cover) Defaced magazine cover. Shameful! There were hundreds of similar defaced photos of good looking men, (shows a magazine of him on the cover with a devil face drawn onto it) including this handsome devil gracing the cover of Covert Lifestyles. My interest in this incident is purely professional, but put a stop to it!"
Major Monogram, (sobbing) Wh-hy? WH-H-H-HY?
Doofenshmirtz," Hold on, Perry the Platypus, I'm just getting the mail. Oh, goody! It's my order from the Power Tool and Skeleton Key Warehouse. I was wondering when this was gonna -- OH! Look! At! This! Every week, the mailman makes the same mistake and I end up getting my neighbor's HS Weekly. Here, hold this, Perry the Platypus, I need to rant. (puts mail in front of Perry) I hate all these good-looking models on the cover of Handsome and Symmetrical Magazine, mocking me with their manly perfection. Their perfect hair, their perfect skin, I hate it! And this, is why I created...the De-Handsome-inator! Soon, all these good looking faces will be hideous! (Perry, free, punches him) Ow! Wait, did you use the skeleton key or was it the power tools?"
Doofenshmirtz," Just for that, I'm not gonna tell you why the apple --"
Doofenshmirtz," Ugh, you know, I don't have the energy for this. It's still early, do you wanna go grab some lunch? Come on. I skipped breakfast this morning. (he and Perry walk out) You like eggs?"
Phineas," Okay, gang, Ferb and I made these ninja outfits using smart garment technology. Once they're switched on, the outfits are designed to hide the wearer from anyone who's not wearing the suit."
Candace," Hey, hey, hey, hey, hey! I smell noise! Is that what the black pajamas are for? You gonna have a noise party?"
Phineas," Actually, it's the opposite. We're ninjas. Ninjas are renowned for their quiet and concealment. We made an outfit for you, too. (points to a ninja outfit for Candace)"
Buford, You should put it on. Take it from me. Black is slimming.
Candace," No, thanks."
Phineas," That's okay. We'll leave it here for you in case you change your mind. (at his friends) All right, ninjas! Let's turn on our outfits!"
Candace," Hey! Where'd everyone go? (She turns around several times, but the kids keep sneaking automatically out of her sight.) That's so weird. Huh. Oh, I'll find them. (goes inside)"
Buford," That was cool! I didn't have to do anything! The outfit did all the work! Whoa Phineas, which way are you facing?"
Phineas, Good question.
Phineas, Left.
