characterName,line
,EDIT
,SHARE
Linda, What a beautiful summer day. Do you boys have anything exciting planned?
Phineas," We're either gonna make this nuclear-powered submarine or this incredible shrinking ray. But for some reason, Ferb and I can't seem to make up our minds."
Linda," Well, I've made up my mind. (hugs them) You two have the most wonderful imaginations."
Candace," It's real, you know."
Linda," What's real, dear?"
Candace, The submarine? The shrinking ray? They're really gonna build that stuff.
Phineas," (walks up) Well, actually we haven't (Candace pushes him away with her spoon) decided yet--"
Candace," (talking fast) Anyway, when I try to bust them, everything will just magically disappear. Always happens. you'll see. Well, you won't see. I'll see, trust me."
Linda," (Oblivious) As usual, the imagination in this room is astounding! (walks away)"
Candace, (With the spoon in her mouth) Hello?
Jeremy," (On phone) Hi, Candace. (cut to him) It's Jeremy. I was wondering if you wanted to go for a walk today?"
Candace, I would very much enjoy going for a walk. Wherever shall we go?
Jeremy, To my uncle's restaurant?
Candace," Yes! That sounds do-able! Why not pick me up around noon? Okay! Goodbye. (hangs up, dials) Oh, my gosh! Guess who just called and asked me out on a date!"
Stacy, (On phone) Who!?
Candace, Jeremy!
Stacy, (On phone) Ahh!
Candace, Ahh!
Stacy, (On phone) Ahh!
Candace, Ahh!
Stacy, (On phone) Hold on! Let's conference in Jenny!
Candace, Okay! (dials) Ahh!
Stacy/Jenny, (On phone) Ahh!
Candace, Ahh!
Stacy/Jenny, (On phone) Ahh!
Candace, Ahh!
Stacy/Jenny, (On phone) Ahh!
Candace, Ahh!
Stacy/Jenny, (On phone) Ahh!
Candace, Ahh!
Phineas, (overlapping) LET'S GO OUTSIDE!
Phineas," Submarine, shrinking ray. I just can't make up my mind!"
Isabella, (offscreen) What'cha doooin'?
Phineas," Oh. Hi, Isabella."
Isabella," (Walks up walking her dog) Hi, Phineas! You remember Pinky."
Phineas," (offscreen) Oh, yeah! Hi, Pinky!"
Isabella," (Showing her Fireside sash) Hey, check out my new sash! It's got all my accomplishment patches sewn onto it. (holds aforesaid sash in front of him) See?"
Phineas, Wow. That looks totally irreplaceable.
Isabella," Oh no! Pinky, I need that sash for a Fireside Girls ceremony this afternoon!"
Phineas," Don't worry, Isabella, we'll get your sash back."
Isabella, But how? It's in Pinky's stomach.
Phineas," Hmm... (realizing) Ferb, you're a genius! Hey, where's Perry?"
Major Monogram," Agent P, thanks for coming. It's Dr. Doofenshmirtz. He's been hiding out in the old abandoned vacuum cleaner factory. You know, at building across town with the giant vacuum cleaner on top? Man, I can't believe that place closed. I blame the Internet. (pause) Your mission, Agent P, is to find out what Doofenshmirtz is up to and then stop him."
Isabella," So, how are we gonna retrieve my sash?"
Phineas," Here. Ferb made this multimedia presentation. We shrink the sub down with Ferb and me in it and put in Pinky's dog food. After he eats us, the sub extrudes two mechanical arms, which fold up the sash to microscopic size and pull it into the sash storage unit. Finally, we pilot up into the mouth and have Pinky drool us out. Easy."
Isabella," Gross, but cool! But Pinky will eat anything but dog food. He likes grilled cheese sandwiches."
Phineas, Not a problem. You make the sandwich. We'll make the sub.
Man," Okay. A subatomic shrinking module, hydrostatic ballast tank, and a case of AA batteries. Sign here, please."
Phineas, Aren't you wondering if we're a little young to be building a submarine?
Man," Yes, yes I am."
Phineas, Yeah. We get that a lot.
Isabella," One grilled cheese sandwich, hot off the... Oh, cool!"
Phineas," Hey, Isabella. You're just in time."
Isabella, You guys amaze me.
