characterName,line
Candace," I've got a feeling that today is the day. Even as we speak, my brothers are planning something dangerous, disguised as playing cards!"
Isabella, Well I'm out.
Phineas, Me too.
Buford, (Laughs) Losers.
Baljeet," (enters the backyard) Sorry, I'm late."
Phineas," That's okay. (at Ferb) Deal him in, Ferb."
Buford, Who came up with cards anyway?
Baljeet, They were invented by ancient Babylonian traders and merchants.
Ferb," (while shuffling the cards) Actually, the Babylonians had defunct as a distinct culture for millennium prior to the introduction of playing cards in India."
Baljeet, (Gasps) That is right! Three months of summer vacation and I am losing my edge!
Buford," Has it only been three months? 'Cause I've been adding up all of the things we built this summer, and we're way over 150!"
Baljeet, Oh! My brain is atrophied! It needs exercise!
Phineas," Gang, I know what we're gonna do today!"
Buford, And Perry?
Phineas, Who knows?
Lawrence," And here, we have a marvel 16th century wardrobe. We have one just like this when I was a schoolboy. And inside it was another land filled with magical woodland creatures."
Woman, Ohhh hohoho. You English and your fantasy worlds.
Lawrence, Ahahah. Can I show you some tables...
Major Monogram," Hello Agent P, sorry about the trees they were leftovers from Christmas and we didn't have anywhere else to store 'em. Oh, and uh, also the air-conditioning system is on the fritz, so pardon all the frost. All over the Tri-State Area, keys are disappearing. Businesses can't open, the freeways have ground to a halt, citizens are locked out of their homes, and I, for one, would really like to get into the executive washroom. It's got a waterfall, you know you wave your hand to the water just sort of-... well it's...it's really cool. Stop Doofenshmirtz! Quickly!"
Baljeet, Look at this! (he shows a X-ray of a brain) This is my brain during the school year... (He then shows the other X-ray) And this is my brain now!
Isabella, They look just the same.
Baljeet, I know! But it took me three minutes to remember how to give my self a CAT scan! I am slipping!
Phineas," Not to worry, Baljeet. We've done a bit of cerebro-stimulatory haberdashery since you left."
Baljeet, Huh?
Buford," We made a hat for your brain, slowly. (at Isabella) Boy, he is slippin'."
Phineas, Try it on!
Baljeet, What does it do?
Phineas, Hold on. (Phineas then switch a control box) It stimulates your brain.
Baljeet, Oh my.
Candace," (in her room) An electrical bike helmet? Lame! (she then lie down in bed then dials in her phone) Hey Stacy, you still wanna go to the pool?"
Phineas," So Baljeet, how many sub-atomic particles do you suppose...are in that dandelion?"
Baljeet, (goes over to the dandelion and picks it) Hmm... (drawing on the fence) Two point seven-three-two times ten to the twenty-sixth power of particles. But I could not tell you the exact location of any of them because of the Heisenberg uncertainty principle.
Phineas, Seems like it works.
Doofenshmirtz," ♪ Bow, chicka, bow-wow! That's what my baby says! Mow-mow-mow! And a something something -- ♪"
Doofenshmirtz," Perry the Platypus? You know, you could've waited till I put my pants on, that would've...least been polite. And do you know what we do to rude people around here? (presses remote, trapping Perry in a capsule) We put them in a water-soluble capsule. Ha ha! And there's not enough platypus spit in the world to get you out of it. Yeah, hop this way, let me show you what I've been up to."
Doofenshmirtz," Keys, keys, keys! Master keys, skeleton keys, latch keys, skate keys, I love keys! And you know, take it from me, (on the roof) once you've accidentally locked yourself in a milk can full of cockroaches for a couple of hours, you'll—you'll develop a real appreciation. But uh, collecting keys one at a time takes forever! That's why I've invented: THE KEY-FIND-INATOR! Or the Find-a-Key-inator! I -- I haven't quite figured out what I want to call it. Cool, huh? Soon, I will be able to open any door in the Tri-State Area, it's -- it's brilliant. Uh, but my key chain is enormous. And—and it weighs a ton and everyone can hear me coming. What I really need is one key that opens everything! The Key to the City! My pompous brother, the mayor, is always handing it out to some yokel of dubious qualifications. Well, today, it's going to be this yokel of dubious qualifications."
Phineas," Wow, look at him go."
Isabella, He's like a new man!
Buford," Ah, he still gets de-pansed one leg at a time."
Baljeet," This is great! With my stimulated brain, I am dreaming up all sorts of super smart projects!"
Phineas, Great!
Isabella, Picked out a favorite?
Baljeet," I have! You see, the greatest impediment to making astronomical observations, is our atmosphere. It is like looking through pea soup! So to make our terrestrial telescopes more effective, I am going to take all of the Earth s atmosphere, and put it on the moon! (shows poster that shows what he's saying)"
Phineas, Uh...
Isabella, I don't...um...
Buford, Sounds... suffocatey.
Baljeet," Aw, I will disintegrate that bridge when I come to it."
Isabella," But Baljeet, if the atmosphere is gone --"
Baljeet," And it is so simple! I can use an ion coupling device to attract each atmospheric molecule to the second greatest gravity source, which in this case, is the moon, and after the initial impact..."
Isabella, (At the camera) He is so hard-core!
Baljeet, ...the particles will bounce up into lunar orbit! Blue skies on the moon! Imagine that!
Phineas," Hey, Baljeet? Can I talk to you for a second?"
Baljeet, Of course! I will just use small words!
Phineas," So...uh, we were hoping we could talk you out of transferring the Earth's atmosphere to the moon."
Baljeet, On the eve of my greatest triumph? (starts fidgeting)
Phineas," Well, we were just thinking it would be sort of a hollow victory, you know, with everybody not being able to breathe anymore?"
Baljeet, (stops fidgeting) Science marches on!
Phineas," Okay, thanks! Brain booster, in retrospect...not such a good idea."
