characterName,line
TV Announcer," Are you and your family looking for a peaceful vacation getaway? Come visit delightful Danville! We've got grass, milk, and smiles! So come to Danville, pretty please? Brought to you by the Danville Tourist Board."
Phineas," You know, begging is really unbecoming. I mean, I like smiles as much as the next guy, (Ferb smiles bizarrely) and milk is a classic. But what Danville really needs is a biiiiiig tourist attraction. Ferb, I know what we're gonna do today!"
Linda," Bye, Candace! I'm off to make my rounds."
Candace," Bye, Mom."
Candace," Mom! Mom! Mom! (growls in frustration) I'm gonna need some backup. (Calls Stacy) Hey, Stace. Wanna come over and help me bust my brothers?"
Stacy," Ooh, sounds like fun, but I have to go to the eye doctor."
Candace," Okay, but just don't get big, thick glasses because then you'd be a nerd, and I couldn't be seen with you."
Stacy," Oh, Candace. You're so shallow."
Candace, I know. I am so shallow.
Candace," But seriously, don't get any thick, nerdy glasses. (Hangs up, hears more noises outside) Ooh, as soon as I get some help, you guys are so busted!"
Phineas," Just dump it right there, next to the giant gorilla head."
Isabella, Hey Phineas. Whatcha doin'?
Phineas, Ferb and I have decided to construct the world's tallest building. Wanna help?
Isabella," Sure. Who wouldn't want to be a part of the ""Phineas and Ferb"" project?"
Albert, Phineas and Ferb? Pish-tosh! I'll take ninja discipline over creative whimsy any day.
Irving," Well, I just think that--"
Albert," Irving, you're my little brother. So, it's my duty to teach you all my secrets of self-defense. (Holds up a pair of nun-chucks)"
Irving, I'd rather see what Phineas and Ferb are doing.
Albert," What's in the box, anyway?"
Irving," It's my old collection of spy cameras. I'm going to bring them to Phineas and Ferb, and see what they can do with them."
Albert, I'll take those!
Irving," Give them back, Albert!"
Albert, (Spills the box) Oopsie!
Irving," Ooh! You pick those up, Albert!"
Albert, (Waving nun-chucks) Make me. That is if you're...ninja enough.
Irving, You're...a jerk! I'm gonna go play with Phineas and Ferb. (leaves)
Albert, Fine! Do you realize these cameras are now forfeit!
Candace," (on her cell phone) Yeah, sure, Jenny, but what have whales ever done for me?"
Albert," Well, hello."
Candace," Fine; if that's the way you feel, I'll get someone else to bust my brothers."
Albert, I'll help you.
Candace, Are you talking to me?
Albert," As a damsel in distress, I have to help you, milady. It's part of my Medieval Knight's Code."
Candace, (scoffs) I'm outta here.
Albert, But don't you wanna bust your brothers?
Candace, I'm listening.
Albert," Well, have you considered applying the manly science of spy cameras to your problem?"
Candace, Spy cameras? Wouldn't it be easier to just show my mom what Phineas and Ferb make?
Albert, I don't know. Is that easier?
Candace, (suddenly realizing) No! No it's not easy! It's never easy! I need help.
Albert, And manly technological surveillance.
Candace, I need...nerd help. Will you help me?
Albert, You have my word. My nerd word.
Phineas," Glad to have you on board, Irving! You can pick up your hardhat right over there next to Perry. (Camera pans to hardhats, revealing that Perry's hardhat is on the ground and he is gone) Hey, where's Perry?"
Major Monogram," Good morning, Agent P! It appears that Doofenshmirtz has been brushing up on his astronomy. He's rented an award-winning astronomical musical, Supernova? Fabulousnova! We don't know what it means, so we need you to get over there unrealistically fast. Good luck, Agent P! Agent P?"
