characterName,line
Chorus, ♪ Perry! ♪
Border Patroller," Hey, you can't do that!"
Border Patroller," Hey, that same thing, but in French!"
Lyla Lolliberry," You're out of your jurisdiction buddy. (She flashes a badges showing she is a member of ""C.O.W.C.A."") I'll take it from here, eh? (She jumps upon the claw, which soon breaks, letting the truck get away) Coming through! Well, there's no catching up to them now."
Major Monogram, (On Perry's motorcycle's side mirror) Agent P. We've just received word that you're on Canadian soil. We don't have jurisdiction there. Stand down! That's an order!
Carl, Sorry Agent P. our hands are tied.
Monogram," Carl, don't interrupt me. Return to headquarters pronto."
Lyla Lolliberry, Sorry.
Phineas, Good morning Perry. Ready to start another fun day?
Ferb, Good morning Perry.
Linda," Hi Perry, how are you?"
Candace," Okay mom, if you go out into the yard today, and there's nothing there, I'll... I'll clean the bathroom."
Linda," Candace, you were supposed to do that anyway."
Candace, So we have a deal?
Buford," So what you're sayin' is that it advocates a mixed economy, with significant roles are played by the private sector, and the government?"
Baljeet," No it.. actually, yes. That is what I was saying."
Buford, Hey Perry.
Isabella, Good morning Perry. Whatcha doin?
Major Monogram," Agent P. Doofenshmirtz was last seen boarding a train transporting Precious Albert the Moose. Cue the graphic Carl. (A picture of Albert the Moose appears) Albert the Moose is Canada's prized animal, who represents the unity of the provinces. We need you to make sure Doof keeps his mitts off that moose. If you fail, Canada Day Celebrations will be ruined, (The picture of Albert the Moose disappears, except for the antlers) and Canada will break into civil war. Or, since it's Canada, it would be a civil conversation where secession would be topic of discussion, and... (Monogram notices the moose antlers) Carl? Antlers?"
Carl, Sorry sir.
Major Monogram," Now this train runs along the border between the United States and Canada, so you only have jurisdiction on the American side of the train. To help you out on the Canadian side of the train You'll be teaming up with an Agent from C.O.W.C.A. the Canadian Organization Without a Cool Acronym, Agent Lyla. (A picture of the woman from Perry's previous mission is shown) You may remember her from that special assignment for our Seattle Bureau we sent you on a couple of months ago. I know that didn't go too well but I expect you to be professional, and put that all behind you. Get out there and good luck. (Perry leaves in his hover jet) Carl? Can I- Can I have those antlers back?"
Carl, Sure sir.
Major Monogram, Oh yeah! I'm rockin' this look!
Lyla," Woo hoo! Ah, Agent P. we meet again. Aw look at that face."
Lyla," I know, you work alone. But you'll see Mr. ""I can do it all by myself"", having someone can be just what you need there."
Lyla, Hey! Where you going?
Doofenshmirtz," Ah, Perry the Platypus, what an unexpected surpri--- (Perry moves to punch Doofenshmirtz) Oh, whoa, wait, wait, wait! You're trapped, by societal convention. Look, we're in a fine dinning environment, everyone knows not to thrown a scene in a fancy restaurant. That's right. You're trapped. Sit down."
Lyla, Oh shoot! I see we're trapped by societal convention.
Doofenshmirtz," Agent Lyla, from C.O.W.C.A.? IS this an international team up? Oh, you must hate that Perry the Platypus. A loner like you..."
Lyla," Oh, come on, he's warming up to the idea."
Doofenshmirtz, Yes obviously.
Lyla," Why are you causing trouble in Canada, Doofenshmirtz?"
Doofenshmirtz," Well, you see, I'm part of a U.S., Canada, evil scheme exchange program. I come up with a scheme, This other Canadian guy comes up with a scheme, and we switch. I do his scheme and he does mine."
Lyla, You gonna eat those fries?
Doofenshmirtz," Don't touch! Anyway I've got a little math quiz for the both of you. If a train carrying Precious Albert the Moose left British Columbia at eight o'clock in the morning, going eighty mile per hour, what time would it arrive at the Canada Day celebration? Answer? Never! Because I've tied up the conductor, and taken control of the train using my remote control Train-Operator-inator! Right now we are all headed to my scheme exchange partner's secret fortress. (Lyla reaches for the fries again) Hey cut it out, those are mine. Seriously, I can get the waiter over here if you want to order own, but please?"
Lyla," This evil exchange partner of yours, what his name?"
Doofenshmirtz," I think his name was Sir Railing, or Doctor Stairway, or something."
Lyla," Professor Bannister! Of course, my nemesis. Can I put some gravy on those?"
Doofenshmirtz," Seriously, leave my lunch alone. Anyway, after Professor Banister gets the moose, it's going to ruin Canada Day, or you know, whatever. Crazy, right?"
Lyla, You know what's really crazy? How good these fries are.
