characterName,line
Phineas," It says on this box of cereal that I have to get Korny the Cornflake through this maze. If I was Korny, I would want a little more of a challenge. They just don't make good puzzles or mazes any more."
Phineas, Mazes should be big and fun and exciting! Ferb...
Ferb, You don't even need to say it.
Phineas," Hey, Candace. Whatcha doin'?"
Candace," Well, Jeremy is taking me roller-skating tonight. And I thought I needed a little practi... (Screams)"
Candace,I'm okay!
Phineas," Let's get started. Hey, where's Perry?"
Major Monogram," Good morning, Agent P... (Exclaims) Sorry, we haven't cleaned that entrance in a while. Don't worry, we have a moist towelette."
Major Monogram," Anyhow, Doofenshmirtz has gone missing. We've used our global location scout and we can't find him anywhere. Even his answering machine has given us no clue as to where he is."
Dr. Doofenshmirtz," Hello! You've reached Dr. Heinz Doofenshmirtz. I'm not here right now, or am I? Muhehehehehe. Oh! And if you're calling about the piano its already been sold."
Major Monogram, We Need you to find him. Good luck Agent P. Monogram out.
Phineas, It looks like we're good to go. Time to test out our maze.
Baljeet, Did someone say test!?
Phineas, It's not really a test. We're more like lab rats going after cheese.
Buford, Did someone say cheese?
Phineas, Buford that's just a metaphor.
Buford, Mmmm. I am to metaphor cheese as metaphor cheese is to some transitive verb crackers.
Melissa," And I want to get the zoo keeping patch, and the cooking patch, and the astronomy patch."
Isabella," Oh, Melissa. You remind me of me, when I was a Lil' Spark."
Melissa," When I grow up and become a Fireside girl, do you think I'll earn as many patches as you have?"
Isabella," With your enthusiasm, you'll probably earn even more."
Melissa, You really think so? Cause that's my goal. I want to be just like you.
Isabella," Hey, everybody. This is Melissa."
Buford," Yeah, Hi."
Baljeet, Hello.
Phineas, Hey-Ya.
Melissa, Isabella is my mentor for today. She's the best Fireside Girl ever.
Isabella, I'm sure they don't want to hear about...
Phineas," Hey, Candace."
Phineas,"Candace So, I see you've build another giant whatever in the backyard. I think you know what I have to do."
Candace, What is this thing?
Phineas, It's our elevator to the top of the maze.
Candace, Well make it go down.
Phineas," It doesn't go down, it only goes up."
Candace," Ooh, you guys are going down!"
