characterName,line
,Shimmy Jimmy
Announcer, Another gem from the Har D Har toy makers!
Hyena, Ha Ha Ha Ha!
Store Manager," There, you see? It sells itself. Shimmy Jimmy is our number one toy! I hope you are ready to face some costumers, Candace."
Candace, (winks) You can depend on me.
Candace," Hi, Stacy. Yeah, it's so cool. The first day of my first job, and the best part is Jeremy works across the aisle! I can watch him make hot dogs all day. Any moment now Jeremy will look over and notice how cute I look."
Store Manager," (offscreen) Candace, you're not wearing your Shimmy Jimmy hat! (slams said hat onto Candace's head)"
Jeremy, Candace? Is that you?
Candace, (screams)
Store Manager," Candace, look! (Cut to the door where Phineas, Ferb and Linda wave. He continues offscreen) You have your first customers! (Cut back to him, he pushes Candace towards them) Oh, and don't forget to do the laugh! Go on!"
Candace," (walks up to them, no nonsense) Welcome to the Har D Har toy store. Ha ha ha ha."
Linda," Oh, honey. I'm so proud of you. I'm just going to leave the boys here to browse while I make some exchanges. Back in a bit, working girl."
Phineas, Could we hear the laugh again?
Candace," Don't bug me, you insects."
Store Manager, (clears his throat) Candace?
Candace," (sarcastically) Let me introduce to you boys to Shimmy Jimmy, the must have toy of the century. It's totally awesome."
Phineas, Seems like that would get old really quick.
Candace, (sarcastically) Like you geniuses can make a better toy.
Phineas, I know what we're doing today.
Phineas," (while writing on a notepad) Okay, then, what we need is a toy so stupidly simple, (drilling) so basically bland, (jack hammering) so idiotically uncomplicated... (splattering; Perry walks away) that it can do absolutely anything. (flames whoosh) Hmm. Say, where's Perry?"
Ferb, (whistles)
Phineas, What did you got?
Major Monogram," Ah, there you are, Agent P. We suspect your nemesis, Dr. Doofenshmirtz, has been pilfering bricks from buildings across the Tri-State Area. Animals are rioting, convicts are escaping from the zoo. It's chaos. You've got to stop him, Perry, (Perry salutes) before it all falls down."
Board Member #1," As you can see, our sales have plummeted. Kids just aren't interested in climby toys anymore."
Board Member #2," Yeah, but we've always made climby toys. I mean, who could forget Climbin' Simon? Or what about Ascendin' Brendan? And then of course, there's Ladderman Larry. Or the classic Climby Jaimie?"
Board Member #1, Stop it! What we need is a fresh new toy!
Phineas," Greetings, movers and shakers. I'm Phineas and that's Ferb. We have the toy for you."
J.B., Hold on there. Aren't you a bit young to be toy designers?
Phineas," Well...I don't think so. (pauses) And now, it's fresh, it's new, it's incredibly hip. Soon to be the biggest hit of the new toy season,"
Phineas, Perry the Platypus.
Board Member #2, Uh...what does it do?
