characterName,line
Phineas," You know, Ferb, one of the best times we ever had was when we built that roller coaster. (pauses) We should do it again! But this time...as a musical! What did you say? We'll do all the same things, except we'll break into spontaneous singing and choreography with no discernible music source!"
Ferb, Hmm...what assurance would we have that everyone else will also break into song and do the same thing?
Phineas, I don't know. I think they probably will.
Ferb, Fair enough. I'm in.
Phineas," ♪ I know what we're gonna do today, though it might sound just a bit cliche ♪"
Phineas," ♪ Hey, Ferb, I know what we're gonna do today ♪"
Phineas," ♪ Hey, Ferb, I know what we're gonna do today ♪"
Background Singers, Boredom is something up with which I will not put!
Linda," Phineas, Ferb! I'm gonna go pick up a few things. You boys stay out of trouble, okay?"
Phineas," Okay, Mom."
Candace," I'm in charge, right? You did tell them I'm in charge."
Linda," Relax, Candace. Nobody has to be in charge."
Candace, But what if there's an emergency?
Linda, Like what?
Candace," What if, uh... What if a wild moose, a whole herd of them, burst into the house and attack everyone?"
Linda," If that happens, you're in charge."
Candace, Yes.
Candace, Mom says I'm in charge...conditionally.
Phineas," The condition didn't have anything to do with a moose, did it?"
Candace, You know it's funny you should mention that oh! (Realizing she is getting distracted) I'm watching you.
Candace," Hello? Oh, hi, Stacy! Mom just went to the store, she left me charge, well, you know, conditionally."
Stacy," Well, that's better than not in charge at all, I guess."
Candace," It's all about the varying degrees of authority. First, you've got conditionally in charge; then you've got you're basically in charge; you're mostly in charge; and there's just in charge, completely devoid of modifiers. That's what I'm shooting for. Huh? Wait, what are my brothers doing right now? What do you mean you can see it from where you are? See what?!"
Phineas," Check it out, Ferb. We can see Stacy's house from here."
Candace," Phineas, what is this?!"
Phineas, Do you like it?
Candace," Ooh, I'm gonna tell Mom, and when she sees what you're doing, you are going down!"
Candace,If a certain condition arises
Candace,I'm the one to avert the crisis
Candace,"You think you're living large, but you forgot that I'm the one in charge..."
Candace,Conditionally!
Candace,You're going down! ♪
Phineas, (at Ferb) See? No discernible music source.
Isabella," Hey, Candace. Hey, Stacy. Hey Jenny. How'd the number go?"
Candace," Pretty good, but I'm still angry."
Isabella," Well, I guess I'm up. (walks to the gate)"
Isabella, ♪ I'm just the curious girl 'cross the way ♪
Isabella and the Fireside Girls," ♪ You know it's not really directed at Ferb, ♪"
Isabella," ♪ Don't ya know, Phineas? You have no idea ♪"
