characterName,line
Reynolds," Hello, Tri-State Area. This is Al Reynolds reporting from the Danville Zoo. I'm here with Tykera Kwok and the zoo's latest acquisition. (at Tykera) Tykera, what is this thing? It looks like a beaver-duck."
Tykera," No, this is a platypus."
Reynolds, (on TV) A platypus?
Phineas," Hey, he looks like you, Perry."
Tykera, (on TV) That's right.
Phineas," Of course, he doesn't look nearly as smart."
Reynolds," Well, what does it do?"
Tykera, Not much. He does like sandwiches though.
Reynolds," (chuckles) So, got anything for the hundreds and thousands of people about to change the channel on me might find remotely interesting?"
Tykera," Well, over here we've some pelicans and a baby rhino."
Delivery Man 1, What's that smell?
Delivery Man 2, That's my sandwich. I left it back at the truck.
Delivery Man 1," No, I mean that other smell."
Delivery Man 2," Oh, that's you."
Delivery Man 1," Oh yeah, right."
Candace," Hi, Mom."
Linda," Hi, Candace."
Linda," (on her cell phone) I'm doing the shopping, do you need anything?"
Candace," (via cell phone) No, I'm good."
Linda, The boys said they'd have fun at home so go out and do something instead of waiting around for Jeremy to call.
Candace," I do stuff! Uh-oh, call waiting. Bye! (presses a button) Hi, Jeremy."
Jeremy, I just called to let you know I'll be at the big pet wash at the park today.
Candace, Pet wash?
Jeremy," Yeah. Instead of cars, we wash pets for charity. You know, you can really..."
Candace," Wait. Hang on, Jeremy. (at Perry) Okay, eww! Off the couch, go on. Get out of here."
Candace," You heard me. Hit the road, meat brick."
Candace, (at Jeremy) You were saying?
Jeremy, I was saying you can really tell a lot about a person by the way they treat animals.
Candace, True.
Jeremy," Hey, why don't you bring Perry to the park and we can wash him together? Sound like fun?"
Candace," Yeah. Okay, see you there. (closes cell phone) Oh, Perry! Come here, you little meat brick."
Phineas," Ferb, I've been thinking. Since there's nothing more fun than fun, why no add fun to everything?"
Phineas," Fun shoes, fun oatmeal,..."
Phineas," ...fun origami. Well, origami's already fun. Fun... (close-up of Ferb's face) house! Great idea, Ferb! We'll turn our house into a fun house, by you know, adding fun."
Candace," Hey, guys, where's Perry?"
Phineas, I think he went that way. (points to the left)
Candace," Oh, there you are, Perry. (picks Perry up)"
Candace, (walking past them) I'm borrowing your platypus.
Phineas," (opens his eyes) Okay, have fun."
Candace, Will you stop squirming? You're a platypus. It's not like you have anywhere you need to be!
Major Monogram," Where's Agent P? You set off the wrist beacon, right, Carl?"
Carl," I'm worried too, sir. So I thought I'd make myself useful by modifying his chair. I added a hidden button so the chair will automatically go to Doofenshmirtz's. Then automatically return here. (laughs) Everything's Agent P sized here. It's kind of cute, like kindergarten."
Delivery Man 1," Sign here, please."
Phineas," Let me guess, you guys just delivered to the zoo?"
Delivery Man 1," Oh, yes. Yes, we did."
Phineas, I thought I detected a hint of western lowland gorilla.
Delivery Man 1," (sighing) No. No, that's me."
Phineas," Oh. Sorry, dude."
Delivery Man 1," (while walking away) That's okay, I'm learning to live with it."
Phineas," Yeesh. I could learn a thing or two from you about talking less. (pulls out blueprint; opens it) Now let's see. The hall of mirrors obviously goes in the hall, but where should we put the liquid nitrogen room?"
Major Monogram," What is taking Agent P so long?(notices the sandwich) Carl, what is in that sandwich?"
Carl," (gulps; pause) Peanut butter, banana, and sardines."
