characterName,line
Lawrence," Goodbye boys, have a great day, I'm off to work."
Phineas," Goodbye dad, have fun buying from auctions and private sales performing minor refurbishments to the purchase items, marking up the price and then selling them to your customers!"
Ferb, (To the camera) Our dad sells antiques.
Phineas," You know Ferb, it's strange how we wave our hands when we say goodbye. It seems so arbitrary. Why don't people jump up and down or stick out their tongues, or slap their thighs?"
Phineas," Well, if by that you mean we should create a whole new form of communication, then I couldn't agree more! That was some nice gesturing, Ferb. Do some more!"
Phineas," Ah. I...know...what...we're...going...to do...spatula! Oh, today...I really should have known that from the context."
Phineas," Oh, here's another one! Hey...where's...spatula! Oh, context again..."
Major Monogram," Ah Agent P. Sorry I'm running a little late this morning. Our satellites haven't picked up any Inator activity coming from Doofenshmirtz, but that's no indication that he isn't up to something. We want you to get down there and have a little look-see. Good hunting Agent P."
Phineas," Finally when someone sneezes rather than say gesundheit, just play flugelhorn and give him your left shoe. I think we nailed down the non-verbal cues. Now let's look at the syntax!"
Linda," Candace? What's wrong, honey?"
Candace," Mom, they're doing stuff out there!"
Linda," (looks at the boys) Candace, they're just writing on a whiteboard."
Candace," Yes, that's it, they're plotting. And you know what that leads to. Implementing-guh!"
Linda," Candace, you need to lighten up a little. Take it easy. Do you know what I do to relax?"
Candace, You eat some pie and then laid down on that old sensory deprivation tank we keep in the basement.
Linda, That's right! Would you like to try it?
Candace," Um, I'm gonna go with no, but thank you."
Linda, Well you should still try to relax.
Candace," Mom, I don't need to relax, I need to bust Phineas and Ferb."
Linda," Well listen sweetie, you said so yourself, they're just plotting, right? That gives you plenty of time to go to the mall before they start implementing-guh. (makes hand gestures)"
Candace," Yeah, that makes a lot of sense! Maybe—Hey, wait a second, are you making fun of me?"
Linda, Maybe just a little. (leaves)
Candace," She's right, I probably have plenty of time to go to the mall!"
Phineas," Okay, Ferb, let's start implementing!"
Doofenshmirtz," (adjusting something on Norm's back) Just one more bolt right behind- (Perry♪) So, Perry the Platypus, we meet again! But this time, the advantage is mine... (to Norm) Hey, what are you waiting for Norm, we rehearsed this like a thousand times! I say ""Ah, Perry the Platypus, we meet again, only this time the advantage is mine"", you go and get him!"
Norm, Going and getting!
Doofenshmirtz," (writing) Note to self, say the --- for replacing Norm's head. (Norm captures Perry in a bag) Okay, much better (to Perry) this is a good look for you!"
Isabella, Hi guys. Whatcha doin'?
Phineas, Erb-Ferb Atin-Lerb!
Isabella," Oh, creating a whole new form of communication today, are we?"
Phineas," Yeah, what do you think?"
Isabella, Sounds fun! What do you call it?
Phineas," Ferb Latin! Where you take the first letter of every word, move it to the end, and then you say erb! So Ferb becomes erb-ferb, and Latin becomes atin-lerb! Two letter words stay the same, like or stays or. All the fun of Pig Latin, and it's safe for vegetarians to use!"
Isabella," Oh, Phineas, I think your new language is onderful-werb!"
Phineas," By Jove, I think she's got it! But there's also a lot of non-verbal cues! For example, if you wanna say okay, you reach for the sky!"
Buford," Yeah! And when you're hungry, you crack your knuckles! (cracks knuckles) Oh, baby, that's good..."
Phineas," And if you smell something bad, you do jazz hands!"
Baljeet," (to Buford) Stop looking at me, I'm not going to do jazz hands! Even though you have totally earned it..."
Isabella, How do you say goodbye?
Phineas," When you say goodbye, you blow a raspberry! (blows a raspberry) Let's all do it!"
Doofenshmirtz," I bet you're wondering where my Inator is, right? C'mon, guess? Guess, no? No? Can I get a play-Oh alright ergh alright. Don't play. It's Norm!"
Norm, Let's hope there's no self-destruct button on this one!
Doofenshmirtz," You've always had one, Norm. I just never told you where it was so you wouldn't pick at it!"
Doofenshmirtz," And stop interrupting me! Anyway, I've done a lot of research for the past... you know, few hours... and I, and I found that most people will believe anything they read! And I know it's true, 'cause you know... I read it online somewhere. So, my new weapon to take over the Tri-State Area is... propaganda!"
Norm, Propaganda consists of messages that dishonestly attempt to influence the attitude of a community!
Doofenshmirtz," Thanks for that, Mr. Norm-It-All. I've installed a switch back here that prints out propaganda leaflets. All I have to do is speak my evil messages into this microphone, err let's see... eh, ""slap yourself""! Push this button and, whatever I say (presses button and leaflet comes out) comes printed out on a leaflet. It's gonna work! I'm using a very convincing font. It's bold and it has a lot of serifs!"
Norm, Serifs are semi-structural details that...
Doofenshmirtz," (cuts off Norm) Oh, for crying out loud, Norm! Listen, here's a buck, why don't you go get out of here and get a haircut or something!"
Norm, Out I go! (Going with Perry still in hand)
Doofenshmirtz," Uh, Norm, take the dollar and leave the platypus.(He hands Norm the dollar, who puts Perry on the floor then walks out right through the wall) And when you come back use the door! (to Perry) He gets that from you, you know. Anyway, my plan is to fly Norm all over the Tri-State Area and drop leaflets, then everyone will do my bidding!"
Doofenshmirtz," Man, that really is a convincing font."
Ice cream guy," Hi, kids, what'll it be?"
Phineas, Ocolate-Cherb.
Isabella, Awberry-Strerb.
Baljeet, Anilla-Verb.
Buford, Emon-Lerb.
Ferb, Erry-Cherb.
Ice cream guy, Are you kids from outta town?
Phineas," No no no, we're speaking Ferb Latin! You move the first letter to the end of the word then add erb! One and two letter words stay the same."
Ice cream guy," Oh, I get it! Ocolate-Cherb is chocolate, and anilla-verb is vanilla!"
Woman #1," Ooh, at's-therb ute-cerb."
Woman #1, Did..that mean goodbye?
Ice cream guy, I'm gonna borrow it.
Woman #2, Are you having trouble relaxing?
Candace, A little...
Woman #2, Try our new liquid massage. This isn't your mother's sensory deprivation tank. A few minutes in here will change your world!
Candace," Alright, strap me in!"
