characterName,line
Spider-Man," Aunt May, Phineas and Ferb are making a crossover!"
Phineas, Yeah we are!
Isabella Garcia-Shapiro, That was awesome!
Phineas, Yeah! The cosmic rays we collected through our satellite dish made a great power source for our surfboards.
Baljeet," Well, I, for one, need to get back to the space station."
Phineas, All right.
Buford," You know, these suits are equipped with..."
Baljeet, I do not want to do it in the suit!
Irving," Hi, guys! How are the asteroid waves?"
Phineas," They were totally cranking, dude!"
Irving," (laughing) He called me ""dude""!"
Phineas, We're about to take the module down. Are we clear for landing?
Irving, One moment. (He gets up)
Irving," All clear! But hey, where's Perry?"
Dr. Heinz Doofenshmirtz," Struggle all you want, Perry the Platypus, you're not getting out of that! It's hydraulic! I don't know if you're aware of this, but my brother, Roger, is the mayor. (Perry just gives him a look indicating that he was, in fact, aware of it.) Alright, I may have touched upon the subject from time to time, but, y'know, I figured why not mention it again just for clarity? Anyway, that job gives him all these cool mayoral powers. So I created the Power-Drain-inator to drain all his powers into this canister, and then I, Heinz Doofenshmirtz, get to wield them! Just think, I will have the power to raise taxes, pass legislation and even cut the ceremonial ribbon at openings! Where I'll finally be able to use (He produces a pair of giant scissors from behind his back) these! You like them? I-I got 'em at a garage sale. (He leans the scissors onto a hydraulic pump, which leaks and releasing Perry from his trap.) Ah, see? Th-th-that's one of those hydraulic lines that, uh, goes to your— (Perry flings himself at Doofenshmirtz, who falls backwards, and then takes the inator, smashing it to pieces.) Aw, come on!!! One kick and you destroy my inator? Right? Wait And what? You're just gonna thwart and run? I thought this was going to be a special extended episode! Curse you Perry the Platypus even though you weren't involved in this scheme what so over!!!!...and he's gone, again! (A piece of the broken inator zaps up to the sky.) Aaah! Uh-oh."
Hot Dog Vendor," Hey, Vinnie, the usual?"
Vinnie," Yeah, same old, same old."
New Yorker," Go get 'em, Spider-Man!"
Spider-Man, Woo!! (He gets splashed by a fire hydrant) I didn't know this was gonna be a pool party. I woulda brought my trunks!
Iron Man," Oh, hey, kid! Glad you could make it!"
Spider-Man, (while webbing Venom) I'm just fashionably late.
Iron Man," Back off, fellas! If that thing firing anti-matter blasts, it's gonna pack a big punch!"
Hulk, I pack a bigger punch!
Hulk, (Grunts)
Red Skull," MODOK, take them all out! [""them"" is ""zem""]"
MODOK, Fool! Your webs cannot stop my mind! (He laughs)
Spider-Man, Missed me!
Iron Man, That's it for you creeps!
Spider-Man, Ooh ooh! Can I web 'em up?
Marvel Heroes, (Groans)
Red Skull," Let's go! (The villains all flee but Red Skull bumps into MODOK.) Move, you beat them schnitzel!!!"
Thor, What was that?
Spider-Man," I dunno. But they're getting away! (He attempts to climb a wall, but falls.) Whoa! Ooff! Well, that's new."
Iron Man, Something's wrong. I can't move!
Thor," Sit tight! Mighty Mjolnir will bring them down! (He attempts to throw the hammer, but it crashes into the ground.) My strength, it's gone!"
Hulk," I'll go. (Hulk tries to smash, but nothing happens.)"
